N,z2
-7.3400000000e+00,1.3945341730e-06
-7.3360000000e+00,1.4053719151e-06
-7.3320000000e+00,1.4162943466e-06
-7.3280000000e+00,1.4273021351e-06
-7.3240000000e+00,1.4383959531e-06
-7.3200000000e+00,1.4495764789e-06
-7.3160000000e+00,1.4608443959e-06
-7.3120000000e+00,1.4722003929e-06
-7.3080000000e+00,1.4836451643e-06
-7.3040000000e+00,1.4951794100e-06
-7.3000000000e+00,1.5068038355e-06
-7.2960000000e+00,1.5185191519e-06
-7.2920000000e+00,1.5303260758e-06
-7.2880000000e+00,1.5422253298e-06
-7.2840000000e+00,1.5542176419e-06
-7.2800000000e+00,1.5663037461e-06
-7.2760000000e+00,1.5784843823e-06
-7.2720000000e+00,1.5907602962e-06
-7.2680000000e+00,1.6031322393e-06
-7.2640000000e+00,1.6156009693e-06
-7.2600000000e+00,1.6281672497e-06
-7.2560000000e+00,1.6408318504e-06
-7.2520000000e+00,1.6535955471e-06
-7.2480000000e+00,1.6664591218e-06
-7.2440000000e+00,1.6794233628e-06
-7.2400000000e+00,1.6924890645e-06
-7.2360000000e+00,1.7056570278e-06
-7.2320000000e+00,1.7189280599e-06
-7.2280000000e+00,1.7323029743e-06
-7.2240000000e+00,1.7457825913e-06
-7.2200000000e+00,1.7593677374e-06
-7.2160000000e+00,1.7730592458e-06
-7.2120000000e+00,1.7868579563e-06
-7.2080000000e+00,1.8007647155e-06
-7.2040000000e+00,1.8147803767e-06
-7.2000000000e+00,1.8289057999e-06
-7.1960000000e+00,1.8431418519e-06
-7.1920000000e+00,1.8574894067e-06
-7.1880000000e+00,1.8719493449e-06
-7.1840000000e+00,1.8865225543e-06
-7.1800000000e+00,1.9012099298e-06
-7.1760000000e+00,1.9160123734e-06
-7.1720000000e+00,1.9309307942e-06
-7.1680000000e+00,1.9459661086e-06
-7.1640000000e+00,1.9611192403e-06
-7.1600000000e+00,1.9763911203e-06
-7.1560000000e+00,1.9917826871e-06
-7.1520000000e+00,2.0072948867e-06
-7.1480000000e+00,2.0229286725e-06
-7.1440000000e+00,2.0386850056e-06
-7.1400000000e+00,2.0545648547e-06
-7.1360000000e+00,2.0705691963e-06
-7.1320000000e+00,2.0866990145e-06
-7.1280000000e+00,2.1029553016e-06
-7.1240000000e+00,2.1193390573e-06
-7.1200000000e+00,2.1358512897e-06
-7.1160000000e+00,2.1524930147e-06
-7.1120000000e+00,2.1692652564e-06
-7.1080000000e+00,2.1861690470e-06
-7.1040000000e+00,2.2032054269e-06
-7.1000000000e+00,2.2203754450e-06
-7.0960000000e+00,2.2376801582e-06
-7.0920000000e+00,2.2551206322e-06
-7.0880000000e+00,2.2726979409e-06
-7.0840000000e+00,2.2904131668e-06
-7.0800000000e+00,2.3082674013e-06
-7.0760000000e+00,2.3262617443e-06
-7.0720000000e+00,2.3443973042e-06
-7.0680000000e+00,2.3626751988e-06
-7.0640000000e+00,2.3810965544e-06
-7.0600000000e+00,2.3996625063e-06
-7.0560000000e+00,2.4183741991e-06
-7.0520000000e+00,2.4372327864e-06
-7.0480000000e+00,2.4562394307e-06
-7.0440000000e+00,2.4753953043e-06
-7.0400000000e+00,2.4947015886e-06
-7.0360000000e+00,2.5141594742e-06
-7.0320000000e+00,2.5337701614e-06
-7.0280000000e+00,2.5535348603e-06
-7.0240000000e+00,2.5734547903e-06
-7.0200000000e+00,2.5935311805e-06
-7.0160000000e+00,2.6137652702e-06
-7.0120000000e+00,2.6341583082e-06
-7.0080000000e+00,2.6547115533e-06
-7.0040000000e+00,2.6754262745e-06
-7.0000000000e+00,2.6963037510e-06
-6.9960000000e+00,2.7173452718e-06
-6.9920000000e+00,2.7385521366e-06
-6.9880000000e+00,2.7599256552e-06
-6.9840000000e+00,2.7814671481e-06
-6.9800000000e+00,2.8031779460e-06
-6.9760000000e+00,2.8250593905e-06
-6.9720000000e+00,2.8471128337e-06
-6.9680000000e+00,2.8693396388e-06
-6.9640000000e+00,2.8917411795e-06
-6.9600000000e+00,2.9143188406e-06
-6.9560000000e+00,2.9370740181e-06
-6.9520000000e+00,2.9600081189e-06
-6.9480000000e+00,2.9831225613e-06
-6.9440000000e+00,3.0064187748e-06
-6.9400000000e+00,3.0298982004e-06
-6.9360000000e+00,3.0535622905e-06
-6.9320000000e+00,3.0774125093e-06
-6.9280000000e+00,3.1014503324e-06
-6.9240000000e+00,3.1256772473e-06
-6.9200000000e+00,3.1500947534e-06
-6.9160000000e+00,3.1747043622e-06
-6.9120000000e+00,3.1995075969e-06
-6.9080000000e+00,3.2245059931e-06
-6.9040000000e+00,3.2497010988e-06
-6.9000000000e+00,3.2750944740e-06
-6.8960000000e+00,3.3006876914e-06
-6.8920000000e+00,3.3264823362e-06
-6.8880000000e+00,3.3524800062e-06
-6.8840000000e+00,3.3786823120e-06
-6.8800000000e+00,3.4050908771e-06
-6.8760000000e+00,3.4317073379e-06
-6.8720000000e+00,3.4585333438e-06
-6.8680000000e+00,3.4855705576e-06
-6.8640000000e+00,3.5128206551e-06
-6.8600000000e+00,3.5402853256e-06
-6.8560000000e+00,3.5679662719e-06
-6.8520000000e+00,3.5958652105e-06
-6.8480000000e+00,3.6239838713e-06
-6.8440000000e+00,3.6523239984e-06
-6.8400000000e+00,3.6808873495e-06
-6.8360000000e+00,3.7096756964e-06
-6.8320000000e+00,3.7386908253e-06
-6.8280000000e+00,3.7679345364e-06
-6.8240000000e+00,3.7974086443e-06
-6.8200000000e+00,3.8271149782e-06
-6.8160000000e+00,3.8570553819e-06
-6.8120000000e+00,3.8872317137e-06
-6.8080000000e+00,3.9176458471e-06
-6.8040000000e+00,3.9482996704e-06
-6.8000000000e+00,3.9791950869e-06
-6.7960000000e+00,4.0103340151e-06
-6.7920000000e+00,4.0417183890e-06
-6.7880000000e+00,4.0733501579e-06
-6.7840000000e+00,4.1052312867e-06
-6.7800000000e+00,4.1373637560e-06
-6.7760000000e+00,4.1697495623e-06
-6.7720000000e+00,4.2023907179e-06
-6.7680000000e+00,4.2352892513e-06
-6.7640000000e+00,4.2684472071e-06
-6.7600000000e+00,4.3018666464e-06
-6.7560000000e+00,4.3355496466e-06
-6.7520000000e+00,4.3694983018e-06
-6.7480000000e+00,4.4037147227e-06
-6.7440000000e+00,4.4382010370e-06
-6.7400000000e+00,4.4729593893e-06
-6.7360000000e+00,4.5079919415e-06
-6.7320000000e+00,4.5433008725e-06
-6.7280000000e+00,4.5788883790e-06
-6.7240000000e+00,4.6147566748e-06
-6.7200000000e+00,4.6509079917e-06
-6.7160000000e+00,4.6873445793e-06
-6.7120000000e+00,4.7240687051e-06
-6.7080000000e+00,4.7610826548e-06
-6.7040000000e+00,4.7983887321e-06
-6.7000000000e+00,4.8359892596e-06
-6.6960000000e+00,4.8738865780e-06
-6.6920000000e+00,4.9120830469e-06
-6.6880000000e+00,4.9505810448e-06
-6.6840000000e+00,4.9893829692e-06
-6.6800000000e+00,5.0284912367e-06
-6.6760000000e+00,5.0679082832e-06
-6.6720000000e+00,5.1076365641e-06
-6.6680000000e+00,5.1476785545e-06
-6.6640000000e+00,5.1880367492e-06
-6.6600000000e+00,5.2287136629e-06
-6.6560000000e+00,5.2697118304e-06
-6.6520000000e+00,5.3110338071e-06
-6.6480000000e+00,5.3526821682e-06
-6.6440000000e+00,5.3946595101e-06
-6.6400000000e+00,5.4369684496e-06
-6.6360000000e+00,5.4796116246e-06
-6.6320000000e+00,5.5225916938e-06
-6.6280000000e+00,5.5659113375e-06
-6.6240000000e+00,5.6095732573e-06
-6.6200000000e+00,5.6535801763e-06
-6.6160000000e+00,5.6979348395e-06
-6.6120000000e+00,5.7426400138e-06
-6.6080000000e+00,5.7876984883e-06
-6.6040000000e+00,5.8331130742e-06
-6.6000000000e+00,5.8788866053e-06
-6.5960000000e+00,5.9250219382e-06
-6.5920000000e+00,5.9715219521e-06
-6.5880000000e+00,6.0183895494e-06
-6.5840000000e+00,6.0656276556e-06
-6.5800000000e+00,6.1132392196e-06
-6.5760000000e+00,6.1612272139e-06
-6.5720000000e+00,6.2095946348e-06
-6.5680000000e+00,6.2583445026e-06
-6.5640000000e+00,6.3074798616e-06
-6.5600000000e+00,6.3570037807e-06
-6.5560000000e+00,6.4069193530e-06
-6.5520000000e+00,6.4572296966e-06
-6.5480000000e+00,6.5079379545e-06
-6.5440000000e+00,6.5590472948e-06
-6.5400000000e+00,6.6105609108e-06
-6.5360000000e+00,6.6624820216e-06
-6.5320000000e+00,6.7148138720e-06
-6.5280000000e+00,6.7675597325e-06
-6.5240000000e+00,6.8207229000e-06
-6.5200000000e+00,6.8743066977e-06
-6.5160000000e+00,6.9283144755e-06
-6.5120000000e+00,6.9827496098e-06
-6.5080000000e+00,7.0376155043e-06
-6.5040000000e+00,7.0929155898e-06
-6.5000000000e+00,7.1486533246e-06
-6.4960000000e+00,7.2048321946e-06
-6.4920000000e+00,7.2614557136e-06
-6.4880000000e+00,7.3185274236e-06
-6.4840000000e+00,7.3760508947e-06
-6.4800000000e+00,7.4340297258e-06
-6.4760000000e+00,7.4924675446e-06
-6.4720000000e+00,7.5513680076e-06
-6.4680000000e+00,7.6107348008e-06
-6.4640000000e+00,7.6705716395e-06
-6.4600000000e+00,7.7308822688e-06
-6.4560000000e+00,7.7916704638e-06
-6.4520000000e+00,7.8529400298e-06
-6.4480000000e+00,7.9146948025e-06
-6.4440000000e+00,7.9769386483e-06
-6.4400000000e+00,8.0396754645e-06
-6.4360000000e+00,8.1029091797e-06
-6.4320000000e+00,8.1666437538e-06
-6.4280000000e+00,8.2308831786e-06
-6.4240000000e+00,8.2956314775e-06
-6.4200000000e+00,8.3608927063e-06
-6.4160000000e+00,8.4266709534e-06
-6.4120000000e+00,8.4929703396e-06
-6.4080000000e+00,8.5597950189e-06
-6.4040000000e+00,8.6271491785e-06
-6.4000000000e+00,8.6950370391e-06
-6.3960000000e+00,8.7634628550e-06
-6.3920000000e+00,8.8324309149e-06
-6.3880000000e+00,8.9019455416e-06
-6.3840000000e+00,8.9720110924e-06
-6.3800000000e+00,9.0426319597e-06
-6.3760000000e+00,9.1138125710e-06
-6.3720000000e+00,9.1855573890e-06
-6.3680000000e+00,9.2578709125e-06
-6.3640000000e+00,9.3307576760e-06
-6.3600000000e+00,9.4042222505e-06
-6.3560000000e+00,9.4782692434e-06
-6.3520000000e+00,9.5529032990e-06
-6.3480000000e+00,9.6281290990e-06
-6.3440000000e+00,9.7039513624e-06
-6.3400000000e+00,9.7803748459e-06
-6.3360000000e+00,9.8574043443e-06
-6.3320000000e+00,9.9350446910e-06
-6.3280000000e+00,1.0013300758e-05
-6.3240000000e+00,1.0092177456e-05
-6.3200000000e+00,1.0171679735e-05
-6.3160000000e+00,1.0251812586e-05
-6.3120000000e+00,1.0332581037e-05
-6.3080000000e+00,1.0413990160e-05
-6.3040000000e+00,1.0496045064e-05
-6.3000000000e+00,1.0578750902e-05
-6.2960000000e+00,1.0662112866e-05
-6.2920000000e+00,1.0746136190e-05
-6.2880000000e+00,1.0830826151e-05
-6.2840000000e+00,1.0916188068e-05
-6.2800000000e+00,1.1002227301e-05
-6.2760000000e+00,1.1088949255e-05
-6.2720000000e+00,1.1176359376e-05
-6.2680000000e+00,1.1264463156e-05
-6.2640000000e+00,1.1353266130e-05
-6.2600000000e+00,1.1442773877e-05
-6.2560000000e+00,1.1532992020e-05
-6.2520000000e+00,1.1623926229e-05
-6.2480000000e+00,1.1715582217e-05
-6.2440000000e+00,1.1807965746e-05
-6.2400000000e+00,1.1901082621e-05
-6.2360000000e+00,1.1994938694e-05
-6.2320000000e+00,1.2089539866e-05
-6.2280000000e+00,1.2184892082e-05
-6.2240000000e+00,1.2281001338e-05
-6.2200000000e+00,1.2377873676e-05
-6.2160000000e+00,1.2475515186e-05
-6.2120000000e+00,1.2573932008e-05
-6.2080000000e+00,1.2673130330e-05
-6.2040000000e+00,1.2773116392e-05
-6.2000000000e+00,1.2873896481e-05
-6.1960000000e+00,1.2975476935e-05
-6.1920000000e+00,1.3077864144e-05
-6.1880000000e+00,1.3181064549e-05
-6.1840000000e+00,1.3285084642e-05
-6.1800000000e+00,1.3389930966e-05
-6.1760000000e+00,1.3495610118e-05
-6.1720000000e+00,1.3602128747e-05
-6.1680000000e+00,1.3709493556e-05
-6.1640000000e+00,1.3817711302e-05
-6.1600000000e+00,1.3926788794e-05
-6.1560000000e+00,1.4036732897e-05
-6.1520000000e+00,1.4147550532e-05
-6.1480000000e+00,1.4259248673e-05
-6.1440000000e+00,1.4371834352e-05
-6.1400000000e+00,1.4485314656e-05
-6.1360000000e+00,1.4599696729e-05
-6.1320000000e+00,1.4714987774e-05
-6.1280000000e+00,1.4831195048e-05
-6.1240000000e+00,1.4948325869e-05
-6.1200000000e+00,1.5066387614e-05
-6.1160000000e+00,1.5185387717e-05
-6.1120000000e+00,1.5305333672e-05
-6.1080000000e+00,1.5426233035e-05
-6.1040000000e+00,1.5548093419e-05
-6.1000000000e+00,1.5670922503e-05
-6.0960000000e+00,1.5794728022e-05
-6.0920000000e+00,1.5919517777e-05
-6.0880000000e+00,1.6045299629e-05
-6.0840000000e+00,1.6172081504e-05
-6.0800000000e+00,1.6299871389e-05
-6.0760000000e+00,1.6428677338e-05
-6.0720000000e+00,1.6558507468e-05
-6.0680000000e+00,1.6689369960e-05
-6.0640000000e+00,1.6821273062e-05
-6.0600000000e+00,1.6954225088e-05
-6.0560000000e+00,1.7088234418e-05
-6.0520000000e+00,1.7223309499e-05
-6.0480000000e+00,1.7359458846e-05
-6.0440000000e+00,1.7496691043e-05
-6.0400000000e+00,1.7635014742e-05
-6.0360000000e+00,1.7774438663e-05
-6.0320000000e+00,1.7914971599e-05
-6.0280000000e+00,1.8056622411e-05
-6.0240000000e+00,1.8199400031e-05
-6.0200000000e+00,1.8343313463e-05
-6.0160000000e+00,1.8488371785e-05
-6.0120000000e+00,1.8634584145e-05
-6.0080000000e+00,1.8781959766e-05
-6.0040000000e+00,1.8930507943e-05
-6.0000000000e+00,1.9080238048e-05
-5.9960000000e+00,1.9231159527e-05
-5.9920000000e+00,1.9383281900e-05
-5.9880000000e+00,1.9536614766e-05
-5.9840000000e+00,1.9691167800e-05
-5.9800000000e+00,1.9846950754e-05
-5.9760000000e+00,2.0003973458e-05
-5.9720000000e+00,2.0162245821e-05
-5.9680000000e+00,2.0321777832e-05
-5.9640000000e+00,2.0482579559e-05
-5.9600000000e+00,2.0644661153e-05
-5.9560000000e+00,2.0808032843e-05
-5.9520000000e+00,2.0972704941e-05
-5.9480000000e+00,2.1138687844e-05
-5.9440000000e+00,2.1305992030e-05
-5.9400000000e+00,2.1474628062e-05
-5.9360000000e+00,2.1644606585e-05
-5.9320000000e+00,2.1815938334e-05
-5.9280000000e+00,2.1988634126e-05
-5.9240000000e+00,2.2162704866e-05
-5.9200000000e+00,2.2338161548e-05
-5.9160000000e+00,2.2515015251e-05
-5.9120000000e+00,2.2693277146e-05
-5.9080000000e+00,2.2872958491e-05
-5.9040000000e+00,2.3054070635e-05
-5.9000000000e+00,2.3236625019e-05
-5.8960000000e+00,2.3420633174e-05
-5.8920000000e+00,2.3606106725e-05
-5.8880000000e+00,2.3793057389e-05
-5.8840000000e+00,2.3981496978e-05
-5.8800000000e+00,2.4171437397e-05
-5.8760000000e+00,2.4362890648e-05
-5.8720000000e+00,2.4555868829e-05
-5.8680000000e+00,2.4750384133e-05
-5.8640000000e+00,2.4946448854e-05
-5.8600000000e+00,2.5144075382e-05
-5.8560000000e+00,2.5343276208e-05
-5.8520000000e+00,2.5544063921e-05
-5.8480000000e+00,2.5746451213e-05
-5.8440000000e+00,2.5950450876e-05
-5.8400000000e+00,2.6156075807e-05
-5.8360000000e+00,2.6363339004e-05
-5.8320000000e+00,2.6572253569e-05
-5.8280000000e+00,2.6782832711e-05
-5.8240000000e+00,2.6995089744e-05
-5.8200000000e+00,2.7209038088e-05
-5.8160000000e+00,2.7424691271e-05
-5.8120000000e+00,2.7642062931e-05
-5.8080000000e+00,2.7861166813e-05
-5.8040000000e+00,2.8082016772e-05
-5.8000000000e+00,2.8304626777e-05
-5.7960000000e+00,2.8529010906e-05
-5.7920000000e+00,2.8755183351e-05
-5.7880000000e+00,2.8983158419e-05
-5.7840000000e+00,2.9212950529e-05
-5.7800000000e+00,2.9444574217e-05
-5.7760000000e+00,2.9678044137e-05
-5.7720000000e+00,2.9913375057e-05
-5.7680000000e+00,3.0150581867e-05
-5.7640000000e+00,3.0389679574e-05
-5.7600000000e+00,3.0630683307e-05
-5.7560000000e+00,3.0873608314e-05
-5.7520000000e+00,3.1118469967e-05
-5.7480000000e+00,3.1365283762e-05
-5.7440000000e+00,3.1614065316e-05
-5.7400000000e+00,3.1864830375e-05
-5.7360000000e+00,3.2117594808e-05
-5.7320000000e+00,3.2372374614e-05
-5.7280000000e+00,3.2629185918e-05
-5.7240000000e+00,3.2888044977e-05
-5.7200000000e+00,3.3148968174e-05
-5.7160000000e+00,3.3411972028e-05
-5.7120000000e+00,3.3677073187e-05
-5.7080000000e+00,3.3944288434e-05
-5.7040000000e+00,3.4213634688e-05
-5.7000000000e+00,3.4485129000e-05
-5.6960000000e+00,3.4758788561e-05
-5.6920000000e+00,3.5034630697e-05
-5.6880000000e+00,3.5312672877e-05
-5.6840000000e+00,3.5592932705e-05
-5.6800000000e+00,3.5875427931e-05
-5.6760000000e+00,3.6160176443e-05
-5.6720000000e+00,3.6447196275e-05
-5.6680000000e+00,3.6736505606e-05
-5.6640000000e+00,3.7028122758e-05
-5.6600000000e+00,3.7322066204e-05
-5.6560000000e+00,3.7618354561e-05
-5.6520000000e+00,3.7917006597e-05
-5.6480000000e+00,3.8218041231e-05
-5.6440000000e+00,3.8521477534e-05
-5.6400000000e+00,3.8827334729e-05
-5.6360000000e+00,3.9135632192e-05
-5.6320000000e+00,3.9446389456e-05
-5.6280000000e+00,3.9759626212e-05
-5.6240000000e+00,4.0075362305e-05
-5.6200000000e+00,4.0393617743e-05
-5.6160000000e+00,4.0714412691e-05
-5.6120000000e+00,4.1037767480e-05
-5.6080000000e+00,4.1363702599e-05
-5.6040000000e+00,4.1692238704e-05
-5.6000000000e+00,4.2023396618e-05
-5.5960000000e+00,4.2357197328e-05
-5.5920000000e+00,4.2693661992e-05
-5.5880000000e+00,4.3032811934e-05
-5.5840000000e+00,4.3374668654e-05
-5.5800000000e+00,4.3719253820e-05
-5.5760000000e+00,4.4066589276e-05
-5.5720000000e+00,4.4416697041e-05
-5.5680000000e+00,4.4769599309e-05
-5.5640000000e+00,4.5125318455e-05
-5.5600000000e+00,4.5483877031e-05
-5.5560000000e+00,4.5845297769e-05
-5.5520000000e+00,4.6209603587e-05
-5.5480000000e+00,4.6576817584e-05
-5.5440000000e+00,4.6946963044e-05
-5.5400000000e+00,4.7320063439e-05
-5.5360000000e+00,4.7696142429e-05
-5.5320000000e+00,4.8075223864e-05
-5.5280000000e+00,4.8457331783e-05
-5.5240000000e+00,4.8842490422e-05
-5.5200000000e+00,4.9230724207e-05
-5.5160000000e+00,4.9622057763e-05
-5.5120000000e+00,5.0016515910e-05
-5.5080000000e+00,5.0414123671e-05
-5.5040000000e+00,5.0814906264e-05
-5.5000000000e+00,5.1218889115e-05
-5.4960000000e+00,5.1626097849e-05
-5.4920000000e+00,5.2036558300e-05
-5.4880000000e+00,5.2450296508e-05
-5.4840000000e+00,5.2867338722e-05
-5.4800000000e+00,5.3287711400e-05
-5.4760000000e+00,5.3711441215e-05
-5.4720000000e+00,5.4138555051e-05
-5.4680000000e+00,5.4569080011e-05
-5.4640000000e+00,5.5003043412e-05
-5.4600000000e+00,5.5440472792e-05
-5.4560000000e+00,5.5881395909e-05
-5.4520000000e+00,5.6325840745e-05
-5.4480000000e+00,5.6773835504e-05
-5.4440000000e+00,5.7225408619e-05
-5.4400000000e+00,5.7680588750e-05
-5.4360000000e+00,5.8139404785e-05
-5.4320000000e+00,5.8601885847e-05
-5.4280000000e+00,5.9068061290e-05
-5.4240000000e+00,5.9537960705e-05
-5.4200000000e+00,6.0011613919e-05
-5.4160000000e+00,6.0489050999e-05
-5.4120000000e+00,6.0970302254e-05
-5.4080000000e+00,6.1455398234e-05
-5.4040000000e+00,6.1944369736e-05
-5.4000000000e+00,6.2437247803e-05
-5.3960000000e+00,6.2934063728e-05
-5.3920000000e+00,6.3434849054e-05
-5.3880000000e+00,6.3939635577e-05
-5.3840000000e+00,6.4448455348e-05
-5.3800000000e+00,6.4961340676e-05
-5.3760000000e+00,6.5478324129e-05
-5.3720000000e+00,6.5999438536e-05
-5.3680000000e+00,6.6524716988e-05
-5.3640000000e+00,6.7054192844e-05
-5.3600000000e+00,6.7587899728e-05
-5.3560000000e+00,6.8125871535e-05
-5.3520000000e+00,6.8668142433e-05
-5.3480000000e+00,6.9214746863e-05
-5.3440000000e+00,6.9765719541e-05
-5.3400000000e+00,7.0321095463e-05
-5.3360000000e+00,7.0880909906e-05
-5.3320000000e+00,7.1445198429e-05
-5.3280000000e+00,7.2013996876e-05
-5.3240000000e+00,7.2587341381e-05
-5.3200000000e+00,7.3165268364e-05
-5.3160000000e+00,7.3747814541e-05
-5.3120000000e+00,7.4335016920e-05
-5.3080000000e+00,7.4926912806e-05
-5.3040000000e+00,7.5523539805e-05
-5.3000000000e+00,7.6124935822e-05
-5.2960000000e+00,7.6731139070e-05
-5.2920000000e+00,7.7342188064e-05
-5.2880000000e+00,7.7958121632e-05
-5.2840000000e+00,7.8578978911e-05
-5.2800000000e+00,7.9204799352e-05
-5.2760000000e+00,7.9835622723e-05
-5.2720000000e+00,8.0471489113e-05
-5.2680000000e+00,8.1112438929e-05
-5.2640000000e+00,8.1758512905e-05
-5.2600000000e+00,8.2409752100e-05
-5.2560000000e+00,8.3066197903e-05
-5.2520000000e+00,8.3727892036e-05
-5.2480000000e+00,8.4394876555e-05
-5.2440000000e+00,8.5067193853e-05
-5.2400000000e+00,8.5744886662e-05
-5.2360000000e+00,8.6427998061e-05
-5.2320000000e+00,8.7116571469e-05
-5.2280000000e+00,8.7810650659e-05
-5.2240000000e+00,8.8510279750e-05
-5.2200000000e+00,8.9215503218e-05
-5.2160000000e+00,8.9926365896e-05
-5.2120000000e+00,9.0642912976e-05
-5.2080000000e+00,9.1365190011e-05
-5.2040000000e+00,9.2093242921e-05
-5.2000000000e+00,9.2827117996e-05
-5.1960000000e+00,9.3566861894e-05
-5.1920000000e+00,9.4312521651e-05
-5.1880000000e+00,9.5064144676e-05
-5.1840000000e+00,9.5821778762e-05
-5.1800000000e+00,9.6585472085e-05
-5.1760000000e+00,9.7355273206e-05
-5.1720000000e+00,9.8131231076e-05
-5.1680000000e+00,9.8913395039e-05
-5.1640000000e+00,9.9701814837e-05
-5.1600000000e+00,1.0049654061e-04
-5.1560000000e+00,1.0129762289e-04
-5.1520000000e+00,1.0210511264e-04
-5.1480000000e+00,1.0291906120e-04
-5.1440000000e+00,1.0373952035e-04
-5.1400000000e+00,1.0456654226e-04
-5.1360000000e+00,1.0540017955e-04
-5.1320000000e+00,1.0624048522e-04
-5.1280000000e+00,1.0708751275e-04
-5.1240000000e+00,1.0794131599e-04
-5.1200000000e+00,1.0880194926e-04
-5.1160000000e+00,1.0966946731e-04
-5.1120000000e+00,1.1054392533e-04
-5.1080000000e+00,1.1142537893e-04
-5.1040000000e+00,1.1231388421e-04
-5.1000000000e+00,1.1320949767e-04
-5.0960000000e+00,1.1411227630e-04
-5.0920000000e+00,1.1502227754e-04
-5.0880000000e+00,1.1593955928e-04
-5.0840000000e+00,1.1686417988e-04
-5.0800000000e+00,1.1779619817e-04
-5.0760000000e+00,1.1873567345e-04
-5.0720000000e+00,1.1968266550e-04
-5.0680000000e+00,1.2063723458e-04
-5.0640000000e+00,1.2159944142e-04
-5.0600000000e+00,1.2256934725e-04
-5.0560000000e+00,1.2354701380e-04
-5.0520000000e+00,1.2453250327e-04
-5.0480000000e+00,1.2552587838e-04
-5.0440000000e+00,1.2652720234e-04
-5.0400000000e+00,1.2753653889e-04
-5.0360000000e+00,1.2855395224e-04
-5.0320000000e+00,1.2957950717e-04
-5.0280000000e+00,1.3061326892e-04
-5.0240000000e+00,1.3165530331e-04
-5.0200000000e+00,1.3270567665e-04
-5.0160000000e+00,1.3376445579e-04
-5.0120000000e+00,1.3483170813e-04
-5.0080000000e+00,1.3590750159e-04
-5.0040000000e+00,1.3699190466e-04
-5.0000000000e+00,1.3808498635e-04
-4.9960000000e+00,1.3918681625e-04
-4.9920000000e+00,1.4029746450e-04
-4.9880000000e+00,1.4141700180e-04
-4.9840000000e+00,1.4254549941e-04
-4.9800000000e+00,1.4368302918e-04
-4.9760000000e+00,1.4482966352e-04
-4.9720000000e+00,1.4598547543e-04
-4.9680000000e+00,1.4715053850e-04
-4.9640000000e+00,1.4832492690e-04
-4.9600000000e+00,1.4950871539e-04
-4.9560000000e+00,1.5070197935e-04
-4.9520000000e+00,1.5190479475e-04
-4.9480000000e+00,1.5311723818e-04
-4.9440000000e+00,1.5433938683e-04
-4.9400000000e+00,1.5557131853e-04
-4.9360000000e+00,1.5681311170e-04
-4.9320000000e+00,1.5806484544e-04
-4.9280000000e+00,1.5932659944e-04
-4.9240000000e+00,1.6059845404e-04
-4.9200000000e+00,1.6188049025e-04
-4.9160000000e+00,1.6317278970e-04
-4.9120000000e+00,1.6447543469e-04
-4.9080000000e+00,1.6578850817e-04
-4.9040000000e+00,1.6711209376e-04
-4.9000000000e+00,1.6844627577e-04
-4.8960000000e+00,1.6979113916e-04
-4.8920000000e+00,1.7114676957e-04
-4.8880000000e+00,1.7251325336e-04
-4.8840000000e+00,1.7389067755e-04
-4.8800000000e+00,1.7527912988e-04
-4.8760000000e+00,1.7667869877e-04
-4.8720000000e+00,1.7808947337e-04
-4.8680000000e+00,1.7951154355e-04
-4.8640000000e+00,1.8094499988e-04
-4.8600000000e+00,1.8238993367e-04
-4.8560000000e+00,1.8384643696e-04
-4.8520000000e+00,1.8531460253e-04
-4.8480000000e+00,1.8679452391e-04
-4.8440000000e+00,1.8828629536e-04
-4.8400000000e+00,1.8979001193e-04
-4.8360000000e+00,1.9130576940e-04
-4.8320000000e+00,1.9283366434e-04
-4.8280000000e+00,1.9437379408e-04
-4.8240000000e+00,1.9592625674e-04
-4.8200000000e+00,1.9749115124e-04
-4.8160000000e+00,1.9906857726e-04
-4.8120000000e+00,2.0065863531e-04
-4.8080000000e+00,2.0226142670e-04
-4.8040000000e+00,2.0387705354e-04
-4.8000000000e+00,2.0550561878e-04
-4.7960000000e+00,2.0714722618e-04
-4.7920000000e+00,2.0880198034e-04
-4.7880000000e+00,2.1046998670e-04
-4.7840000000e+00,2.1215135154e-04
-4.7800000000e+00,2.1384618200e-04
-4.7760000000e+00,2.1555458607e-04
-4.7720000000e+00,2.1727667262e-04
-4.7680000000e+00,2.1901255139e-04
-4.7640000000e+00,2.2076233299e-04
-4.7600000000e+00,2.2252612894e-04
-4.7560000000e+00,2.2430405163e-04
-4.7520000000e+00,2.2609621436e-04
-4.7480000000e+00,2.2790273135e-04
-4.7440000000e+00,2.2972371773e-04
-4.7400000000e+00,2.3155928955e-04
-4.7360000000e+00,2.3340956380e-04
-4.7320000000e+00,2.3527465839e-04
-4.7280000000e+00,2.3715469221e-04
-4.7240000000e+00,2.3904978506e-04
-4.7200000000e+00,2.4096005775e-04
-4.7160000000e+00,2.4288563202e-04
-4.7120000000e+00,2.4482663060e-04
-4.7080000000e+00,2.4678317722e-04
-4.7040000000e+00,2.4875539659e-04
-4.7000000000e+00,2.5074341442e-04
-4.6960000000e+00,2.5274735742e-04
-4.6920000000e+00,2.5476735333e-04
-4.6880000000e+00,2.5680353093e-04
-4.6840000000e+00,2.5885602000e-04
-4.6800000000e+00,2.6092495138e-04
