N,residual
-7.4600000000e+00,-3.4928060444e-11
-7.4560000000e+00,-3.4964697804e-11
-7.4520000000e+00,-3.5197844639e-11
-7.4480000000e+00,-3.4962033268e-11
-7.4440000000e+00,-3.4956704198e-11
-7.4400000000e+00,-3.4970804030e-11
-7.4360000000e+00,-3.4793945503e-11
-7.4320000000e+00,-3.4897862378e-11
-7.4280000000e+00,-3.5071501259e-11
-7.4240000000e+00,-3.5331848558e-11
-7.4200000000e+00,-3.5013436595e-11
-7.4160000000e+00,-3.4588332198e-11
-7.4120000000e+00,-3.4982350350e-11
-7.4080000000e+00,-3.5075276017e-11
-7.4040000000e+00,-3.5111469288e-11
-7.4000000000e+00,-3.4653169223e-11
-7.3960000000e+00,-3.5080938154e-11
-7.3920000000e+00,-3.5275227184e-11
-7.3880000000e+00,-3.5024982914e-11
-7.3840000000e+00,-3.4801606041e-11
-7.3800000000e+00,-3.5077163396e-11
-7.3760000000e+00,-3.5185854230e-11
-7.3720000000e+00,-3.5144664956e-11
-7.3680000000e+00,-3.4515501568e-11
-7.3640000000e+00,-3.4906966206e-11
-7.3600000000e+00,-3.5198510773e-11
-7.3560000000e+00,-3.4725333720e-11
-7.3520000000e+00,-3.4640290636e-11
-7.3480000000e+00,-3.4733660392e-11
-7.3440000000e+00,-3.5021763267e-11
-7.3400000000e+00,-3.4838798513e-11
-7.3360000000e+00,-3.4884539701e-11
-7.3320000000e+00,-3.4720226694e-11
-7.3280000000e+00,-3.5045299995e-11
-7.3240000000e+00,-3.4966585183e-11
-7.3200000000e+00,-3.4728442344e-11
-7.3160000000e+00,-3.4802605242e-11
-7.3120000000e+00,-3.4977687413e-11
-7.3080000000e+00,-3.5043634661e-11
-7.3040000000e+00,-3.4789726655e-11
-7.3000000000e+00,-3.4914737768e-11
-7.2960000000e+00,-3.4980907060e-11
-7.2920000000e+00,-3.4777181135e-11
-7.2880000000e+00,-3.4775293756e-11
-7.2840000000e+00,-3.4764857659e-11
-7.2800000000e+00,-3.4989566799e-11
-7.2760000000e+00,-3.5011327171e-11
-7.2720000000e+00,-3.4619751510e-11
-7.2680000000e+00,-3.4968694607e-11
-7.2640000000e+00,-3.5164982037e-11
-7.2600000000e+00,-3.4543146121e-11
-7.2560000000e+00,-3.4711788999e-11
-7.2520000000e+00,-3.5005776056e-11
-7.2480000000e+00,-3.4758973477e-11
-7.2440000000e+00,-3.4670821769e-11
-7.2400000000e+00,-3.4757974277e-11
-7.2360000000e+00,-3.4809377603e-11
-7.2320000000e+00,-3.5069724902e-11
-7.2280000000e+00,-3.4873215427e-11
-7.2240000000e+00,-3.4463876197e-11
-7.2200000000e+00,-3.4995562004e-11
-7.2160000000e+00,-3.4892977396e-11
-7.2120000000e+00,-3.4855562880e-11
-7.2080000000e+00,-3.4899305668e-11
-7.2040000000e+00,-3.4586777886e-11
-7.2000000000e+00,-3.4844127583e-11
-7.1960000000e+00,-3.4778180336e-11
-7.1920000000e+00,-3.4633296231e-11
-7.1880000000e+00,-3.4880542898e-11
-7.1840000000e+00,-3.4627745116e-11
-7.1800000000e+00,-3.4800717863e-11
-7.1760000000e+00,-3.4734326526e-11
-7.1720000000e+00,-3.4672265059e-11
-7.1680000000e+00,-3.4858893549e-11
-7.1640000000e+00,-3.5083158600e-11
-7.1600000000e+00,-3.4907299273e-11
-7.1560000000e+00,-3.4575342589e-11
-7.1520000000e+00,-3.4786395986e-11
-7.1480000000e+00,-3.4874658716e-11
-7.1440000000e+00,-3.4856784126e-11
-7.1400000000e+00,-3.4522051884e-11
-7.1360000000e+00,-3.5024316780e-11
-7.1320000000e+00,-3.5015990107e-11
-7.1280000000e+00,-3.4740765820e-11
-7.1240000000e+00,-3.4670377680e-11
-7.1200000000e+00,-3.4821479034e-11
-7.1160000000e+00,-3.4983349551e-11
-7.1120000000e+00,-3.4945601968e-11
-7.1080000000e+00,-3.4496849821e-11
-7.1040000000e+00,-3.4790947900e-11
-7.1000000000e+00,-3.4708014240e-11
-7.0960000000e+00,-3.4719116471e-11
-7.0920000000e+00,-3.4841241003e-11
-7.0880000000e+00,-3.4863334442e-11
-7.0840000000e+00,-3.4802050131e-11
-7.0800000000e+00,-3.4674374483e-11
-7.0760000000e+00,-3.4724001452e-11
-7.0720000000e+00,-3.4740543775e-11
-7.0680000000e+00,-3.4740654797e-11
-7.0640000000e+00,-3.4740654797e-11
-7.0600000000e+00,-3.4530489579e-11
-7.0560000000e+00,-3.4580560637e-11
-7.0520000000e+00,-3.4681146843e-11
-7.0480000000e+00,-3.4848235408e-11
-7.0440000000e+00,-3.4644065394e-11
-7.0400000000e+00,-3.4767411172e-11
-7.0360000000e+00,-3.5007219346e-11
-7.0320000000e+00,-3.4470981625e-11
-7.0280000000e+00,-3.4539593408e-11
-7.0240000000e+00,-3.4547587013e-11
-7.0200000000e+00,-3.4738656396e-11
-7.0160000000e+00,-3.4675040617e-11
-7.0120000000e+00,-3.4373393021e-11
-7.0080000000e+00,-3.4759528589e-11
-7.0040000000e+00,-3.4940939031e-11
-7.0000000000e+00,-3.4706904017e-11
-6.9960000000e+00,-3.4528491177e-11
-6.9920000000e+00,-3.4649727532e-11
-6.9880000000e+00,-3.4860225817e-11
-6.9840000000e+00,-3.4494185286e-11
-6.9800000000e+00,-3.4478087052e-11
-6.9760000000e+00,-3.4600877719e-11
-6.9720000000e+00,-3.4879210631e-11
-6.9680000000e+00,-3.4647618108e-11
-6.9640000000e+00,-3.4377500846e-11
-6.9600000000e+00,-3.4767633217e-11
-6.9560000000e+00,-3.4697800189e-11
-6.9520000000e+00,-3.4639402458e-11
-6.9480000000e+00,-3.4836467044e-11
-6.9440000000e+00,-3.4395819526e-11
-6.9400000000e+00,-3.4698688367e-11
-6.9360000000e+00,-3.4624858536e-11
-6.9320000000e+00,-3.4190317244e-11
-6.9280000000e+00,-3.4549252348e-11
-6.9240000000e+00,-3.5035863100e-11
-6.9200000000e+00,-3.4757308143e-11
-6.9160000000e+00,-3.4412361849e-11
-6.9120000000e+00,-3.4699465523e-11
-6.9080000000e+00,-3.4499070267e-11
-6.9040000000e+00,-3.4508951252e-11
-6.9000000000e+00,-3.4746427957e-11
-6.8960000000e+00,-3.4546032701e-11
-6.8920000000e+00,-3.4605873722e-11
-6.8880000000e+00,-3.4488190082e-11
-6.8840000000e+00,-3.4437008800e-11
-6.8800000000e+00,-3.4468983223e-11
-6.8760000000e+00,-3.4827807305e-11
-6.8720000000e+00,-3.4393599080e-11
-6.8680000000e+00,-3.4319214137e-11
-6.8640000000e+00,-3.4621971956e-11
-6.8600000000e+00,-3.4635738722e-11
-6.8560000000e+00,-3.4604874521e-11
-6.8520000000e+00,-3.4545699634e-11
-6.8480000000e+00,-3.4702574148e-11
-6.8440000000e+00,-3.4409364247e-11
-6.8400000000e+00,-3.4592884113e-11
-6.8360000000e+00,-3.4586999931e-11
-6.8320000000e+00,-3.4408365046e-11
-6.8280000000e+00,-3.4528713222e-11
-6.8240000000e+00,-3.4509617386e-11
-6.8200000000e+00,-3.4594771492e-11
-6.8160000000e+00,-3.4573788277e-11
-6.8120000000e+00,-3.4463321086e-11
-6.8080000000e+00,-3.4506730806e-11
-6.8040000000e+00,-3.4493963241e-11
-6.8000000000e+00,-3.4441005603e-11
-6.7960000000e+00,-3.4819258588e-11
-6.7920000000e+00,-3.4736213905e-11
-6.7880000000e+00,-3.4435565510e-11
-6.7840000000e+00,-3.4615754707e-11
-6.7800000000e+00,-3.4611646882e-11
-6.7760000000e+00,-3.4439562313e-11
-6.7720000000e+00,-3.4343528021e-11
-6.7680000000e+00,-3.4567237961e-11
-6.7640000000e+00,-3.4445557517e-11
-6.7600000000e+00,-3.4676927996e-11
-6.7560000000e+00,-3.4595881715e-11
-6.7520000000e+00,-3.4446112629e-11
-6.7480000000e+00,-3.4471980825e-11
-6.7440000000e+00,-3.4462099840e-11
-6.7400000000e+00,-3.4206082411e-11
-6.7360000000e+00,-3.4402702909e-11
-6.7320000000e+00,-3.4840574870e-11
-6.7280000000e+00,-3.4627190004e-11
-6.7240000000e+00,-3.4233949009e-11
-6.7200000000e+00,-3.4359293188e-11
-6.7160000000e+00,-3.4564795470e-11
-6.7120000000e+00,-3.4413027983e-11
-6.7080000000e+00,-3.4374392222e-11
-6.7040000000e+00,-3.4693248274e-11
-6.7000000000e+00,-3.4476421717e-11
-6.6960000000e+00,-3.4423019990e-11
-6.6920000000e+00,-3.4321656628e-11
-6.6880000000e+00,-3.4416691719e-11
-6.6840000000e+00,-3.4724445541e-11
-6.6800000000e+00,-3.4352076739e-11
-6.6760000000e+00,-3.4225400292e-11
-6.6720000000e+00,-3.4588443221e-11
-6.6680000000e+00,-3.4548364169e-11
-6.6640000000e+00,-3.4576230767e-11
-6.6600000000e+00,-3.4461322684e-11
-6.6560000000e+00,-3.4219960199e-11
-6.6520000000e+00,-3.4323877074e-11
-6.6480000000e+00,-3.4561686846e-11
-6.6440000000e+00,-3.4268254900e-11
-6.6400000000e+00,-3.4369396218e-11
-6.6360000000e+00,-3.4426683726e-11
-6.6320000000e+00,-3.4456770770e-11
-6.6280000000e+00,-3.4476643762e-11
-6.6240000000e+00,-3.4274583172e-11
-6.6200000000e+00,-3.4550029504e-11
-6.6160000000e+00,-3.4636848945e-11
-6.6120000000e+00,-3.4324321163e-11
-6.6080000000e+00,-3.4311220531e-11
-6.6040000000e+00,-3.4613867328e-11
-6.6000000000e+00,-3.4566793872e-11
-6.5960000000e+00,-3.4413694117e-11
-6.5920000000e+00,-3.3943847733e-11
-6.5880000000e+00,-3.4310776442e-11
-6.5840000000e+00,-3.4393932147e-11
-6.5800000000e+00,-3.4209635125e-11
-6.5760000000e+00,-3.4456659748e-11
-6.5720000000e+00,-3.4469871402e-11
-6.5680000000e+00,-3.4492297907e-11
-6.5640000000e+00,-3.4313552000e-11
-6.5600000000e+00,-3.4177327635e-11
-6.5560000000e+00,-3.4100278157e-11
-6.5520000000e+00,-3.4553471195e-11
-6.5480000000e+00,-3.4416691719e-11
-6.5440000000e+00,-3.4161340423e-11
-6.5400000000e+00,-3.4485525546e-11
-6.5360000000e+00,-3.4496738799e-11
-6.5320000000e+00,-3.4210967392e-11
-6.5280000000e+00,-3.4327318765e-11
-6.5240000000e+00,-3.4407032778e-11
-6.5200000000e+00,-3.4239722169e-11
-6.5160000000e+00,-3.4296454565e-11
-6.5120000000e+00,-3.4138469829e-11
-6.5080000000e+00,-3.4465208465e-11
-6.5040000000e+00,-3.4610536659e-11
-6.5000000000e+00,-3.4136027338e-11
-6.4960000000e+00,-3.4195535292e-11
-6.4920000000e+00,-3.4122926706e-11
-6.4880000000e+00,-3.4389602277e-11
-6.4840000000e+00,-3.4329761256e-11
-6.4800000000e+00,-3.3960390056e-11
-6.4760000000e+00,-3.4206970589e-11
-6.4720000000e+00,-3.4631408852e-11
-6.4680000000e+00,-3.4340530419e-11
-6.4640000000e+00,-3.4487857015e-11
-6.4600000000e+00,-3.4407254823e-11
-6.4560000000e+00,-3.4116043324e-11
-6.4520000000e+00,-3.4311997688e-11
-6.4480000000e+00,-3.4329983301e-11
-6.4440000000e+00,-3.4185987374e-11
-6.4400000000e+00,-3.4351743672e-11
-6.4360000000e+00,-3.3933744703e-11
-6.4320000000e+00,-3.4085512191e-11
-6.4280000000e+00,-3.4368952129e-11
-6.4240000000e+00,-3.4345304378e-11
-6.4200000000e+00,-3.4258929027e-11
-6.4160000000e+00,-3.4125813286e-11
-6.4120000000e+00,-3.4417357853e-11
-6.4080000000e+00,-3.4468095045e-11
-6.4040000000e+00,-3.4294012075e-11
-6.4000000000e+00,-3.4366509638e-11
-6.3960000000e+00,-3.4019786987e-11
-6.3920000000e+00,-3.4179992170e-11
-6.3880000000e+00,-3.4181657504e-11
-6.3840000000e+00,-3.4268143878e-11
-6.3800000000e+00,-3.4228397894e-11
-6.3760000000e+00,-3.4306779639e-11
-6.3720000000e+00,-3.4292235718e-11
-6.3680000000e+00,-3.3973379665e-11
-6.3640000000e+00,-3.4276359528e-11
-6.3600000000e+00,-3.4535707627e-11
-6.3560000000e+00,-3.4312996888e-11
-6.3520000000e+00,-3.4079294942e-11
-6.3480000000e+00,-3.4305669416e-11
-6.3440000000e+00,-3.4326652631e-11
-6.3400000000e+00,-3.4385938541e-11
-6.3360000000e+00,-3.4045433139e-11
-6.3320000000e+00,-3.4230618340e-11
-6.3280000000e+00,-3.4503733204e-11
-6.3240000000e+00,-3.4198310850e-11
-6.3200000000e+00,-3.4013458716e-11
-6.3160000000e+00,-3.4192870757e-11
-6.3120000000e+00,-3.4070746224e-11
-6.3080000000e+00,-3.4345859490e-11
-6.3040000000e+00,-3.4124703063e-11
-6.3000000000e+00,-3.4106051316e-11
-6.2960000000e+00,-3.4306557595e-11
-6.2920000000e+00,-3.4060088083e-11
-6.2880000000e+00,-3.4065084087e-11
-6.2840000000e+00,-3.4338532018e-11
-6.2800000000e+00,-3.4441671737e-11
-6.2760000000e+00,-3.3936076171e-11
-6.2720000000e+00,-3.3975267044e-11
-6.2680000000e+00,-3.4121150350e-11
-6.2640000000e+00,-3.4389380232e-11
-6.2600000000e+00,-3.4342195754e-11
-6.2560000000e+00,-3.3995584126e-11
-6.2520000000e+00,-3.4048319719e-11
-6.2480000000e+00,-3.4289682205e-11
-6.2440000000e+00,-3.4280578376e-11
-6.2400000000e+00,-3.3810620970e-11
-6.2360000000e+00,-3.4032998641e-11
-6.2320000000e+00,-3.4281910644e-11
-6.2280000000e+00,-3.4118929904e-11
-6.2240000000e+00,-3.4015124051e-11
-6.2200000000e+00,-3.3987146431e-11
-6.2160000000e+00,-3.4278690997e-11
-6.2120000000e+00,-3.4223623935e-11
-6.2080000000e+00,-3.4293679008e-11
-6.2040000000e+00,-3.4277136685e-11
-6.2000000000e+00,-3.3963609702e-11
-6.1960000000e+00,-3.4051539366e-11
-6.1920000000e+00,-3.4329539211e-11
-6.1880000000e+00,-3.4359848300e-11
-6.1840000000e+00,-3.4158120776e-11
-6.1800000000e+00,-3.3968716728e-11
-6.1760000000e+00,-3.4034997043e-11
-6.1720000000e+00,-3.4145908323e-11
-6.1680000000e+00,-3.4090730239e-11
-6.1640000000e+00,-3.4113156744e-11
-6.1600000000e+00,-3.4001801374e-11
-6.1560000000e+00,-3.4001024218e-11
-6.1520000000e+00,-3.4126812487e-11
-6.1480000000e+00,-3.4168112784e-11
-6.1440000000e+00,-3.4141578453e-11
-6.1400000000e+00,-3.4063196708e-11
-6.1360000000e+00,-3.4176661501e-11
-6.1320000000e+00,-3.4044211894e-11
-6.1280000000e+00,-3.4136249383e-11
-6.1240000000e+00,-3.4014679962e-11
-6.1200000000e+00,-3.4150571260e-11
-6.1160000000e+00,-3.4105496205e-11
-6.1120000000e+00,-3.3895775076e-11
-6.1080000000e+00,-3.3765434893e-11
-6.1040000000e+00,-3.3957836543e-11
-6.1000000000e+00,-3.4261926629e-11
-6.0960000000e+00,-3.4011904404e-11
-6.0920000000e+00,-3.3906877306e-11
-6.0880000000e+00,-3.4189873155e-11
-6.0840000000e+00,-3.4422464879e-11
-6.0800000000e+00,-3.3939184796e-11
-6.0760000000e+00,-3.3893221563e-11
-6.0720000000e+00,-3.3846148106e-11
-6.0680000000e+00,-3.4268698990e-11
-6.0640000000e+00,-3.4040992247e-11
-6.0600000000e+00,-3.3860803050e-11
-6.0560000000e+00,-3.4199865162e-11
-6.0520000000e+00,-3.4164338025e-11
-6.0480000000e+00,-3.3770874985e-11
-6.0440000000e+00,-3.3945291023e-11
-6.0400000000e+00,-3.3794744780e-11
-6.0360000000e+00,-3.4017011430e-11
-6.0320000000e+00,-3.3946623290e-11
-6.0280000000e+00,-3.3827274315e-11
-6.0240000000e+00,-3.4357738876e-11
-6.0200000000e+00,-3.4189429066e-11
-6.0160000000e+00,-3.4021452322e-11
-6.0120000000e+00,-3.3869462790e-11
-6.0080000000e+00,-3.4204861166e-11
-6.0040000000e+00,-3.3907432417e-11
-6.0000000000e+00,-3.3674951716e-11
-5.9960000000e+00,-3.4206193433e-11
-5.9920000000e+00,-3.3925862120e-11
-5.9880000000e+00,-3.4214520106e-11
-5.9840000000e+00,-3.3951619294e-11
-5.9800000000e+00,-3.4290015272e-11
-5.9760000000e+00,-3.3427371982e-11
-5.9720000000e+00,-3.4108493807e-11
-5.9680000000e+00,-3.3848257530e-11
-5.9640000000e+00,-3.4027558549e-11
-5.9600000000e+00,-3.3753222439e-11
-5.9560000000e+00,-3.4177771724e-11
-5.9520000000e+00,-3.3953950762e-11
-5.9480000000e+00,-3.4007574534e-11
-5.9440000000e+00,-3.3899549834e-11
-5.9400000000e+00,-3.4101610424e-11
-5.9360000000e+00,-3.3947289424e-11
-5.9320000000e+00,-3.3908320596e-11
-5.9280000000e+00,-3.3772984409e-11
-5.9240000000e+00,-3.4012681560e-11
-5.9200000000e+00,-3.3733904559e-11
-5.9160000000e+00,-3.3863134519e-11
-5.9120000000e+00,-3.3960945167e-11
-5.9080000000e+00,-3.4044322916e-11
-5.9040000000e+00,-3.4129254978e-11
-5.9000000000e+00,-3.3776981212e-11
-5.8960000000e+00,-3.3686609058e-11
-5.8920000000e+00,-3.3646752051e-11
-5.8880000000e+00,-3.3900771079e-11
-5.8840000000e+00,-3.3783198461e-11
-5.8800000000e+00,-3.4219516110e-11
-5.8760000000e+00,-3.3634428576e-11
-5.8720000000e+00,-3.4090619216e-11
-5.8680000000e+00,-3.3558045232e-11
-5.8640000000e+00,-3.4099389978e-11
-5.8600000000e+00,-3.3684610656e-11
-5.8560000000e+00,-3.4148350814e-11
-5.8520000000e+00,-3.3916314202e-11
-5.8480000000e+00,-3.4140690275e-11
-5.8440000000e+00,-3.3701264002e-11
-5.8400000000e+00,-3.3978597713e-11
-5.8360000000e+00,-3.3624436568e-11
-5.8320000000e+00,-3.4019342898e-11
-5.8280000000e+00,-3.3588354320e-11
-5.8240000000e+00,-3.4166447449e-11
-5.8200000000e+00,-3.3723246418e-11
-5.8160000000e+00,-3.3867020299e-11
-5.8120000000e+00,-3.3931635279e-11
-5.8080000000e+00,-3.4161118379e-11
-5.8040000000e+00,-3.3889002715e-11
-5.8000000000e+00,-3.3814062661e-11
-5.7960000000e+00,-3.3724911752e-11
-5.7920000000e+00,-3.3638203334e-11
-5.7880000000e+00,-3.3796965226e-11
-5.7840000000e+00,-3.3990810167e-11
-5.7800000000e+00,-3.3553271273e-11
-5.7760000000e+00,-3.3864910876e-11
-5.7720000000e+00,-3.3577807201e-11
-5.7680000000e+00,-3.3845148906e-11
-5.7640000000e+00,-3.3773428498e-11
-5.7600000000e+00,-3.3834046675e-11
-5.7560000000e+00,-3.3815283906e-11
-5.7520000000e+00,-3.3961167212e-11
-5.7480000000e+00,-3.3833269519e-11
-5.7440000000e+00,-3.4129699067e-11
-5.7400000000e+00,-3.3729907756e-11
-5.7360000000e+00,-3.4014124850e-11
-5.7320000000e+00,-3.3862135318e-11
-5.7280000000e+00,-3.3971714331e-11
-5.7240000000e+00,-3.3677727274e-11
-5.7200000000e+00,-3.3905322994e-11
-5.7160000000e+00,-3.3761327067e-11
-5.7120000000e+00,-3.3944180799e-11
-5.7080000000e+00,-3.3560376700e-11
-5.7040000000e+00,-3.3990477100e-11
-5.7000000000e+00,-3.3659519616e-11
-5.6960000000e+00,-3.3947400446e-11
-5.6920000000e+00,-3.3733571492e-11
-5.6880000000e+00,-3.3943847733e-11
-5.6840000000e+00,-3.3684721679e-11
-5.6800000000e+00,-3.3427594026e-11
-5.6760000000e+00,-3.3643199338e-11
-5.6720000000e+00,-3.4120151149e-11
-5.6680000000e+00,-3.3738234428e-11
-5.6640000000e+00,-3.3649971698e-11
-5.6600000000e+00,-3.3644642627e-11
-5.6560000000e+00,-3.3965608104e-11
-5.6520000000e+00,-3.3719360637e-11
-5.6480000000e+00,-3.3604674599e-11
-5.6440000000e+00,-3.3637537200e-11
-5.6400000000e+00,-3.3834268720e-11
-5.6360000000e+00,-3.3528735344e-11
-5.6320000000e+00,-3.3873792660e-11
-5.6280000000e+00,-3.3749558703e-11
-5.6240000000e+00,-3.3853475578e-11
-5.6200000000e+00,-3.3520075604e-11
-5.6160000000e+00,-3.3902214369e-11
-5.6120000000e+00,-3.3651970099e-11
-5.6080000000e+00,-3.4149905126e-11
-5.6040000000e+00,-3.3592684190e-11
-5.6000000000e+00,-3.3816283107e-11
-5.5960000000e+00,-3.3471780903e-11
-5.5920000000e+00,-3.3940406041e-11
-5.5880000000e+00,-3.3418490197e-11
-5.5840000000e+00,-3.3969382862e-11
-5.5800000000e+00,-3.3562375101e-11
-5.5760000000e+00,-3.4033109664e-11
-5.5720000000e+00,-3.3350544548e-11
-5.5680000000e+00,-3.3805735988e-11
-5.5640000000e+00,-3.3594682591e-11
-5.5600000000e+00,-3.3643865471e-11
-5.5560000000e+00,-3.3741898164e-11
-5.5520000000e+00,-3.3677727274e-11
-5.5480000000e+00,-3.3694380619e-11
-5.5440000000e+00,-3.3580804804e-11
-5.5400000000e+00,-3.3581026848e-11
-5.5360000000e+00,-3.3710700897e-11
-5.5320000000e+00,-3.3531399879e-11
-5.5280000000e+00,-3.3741232031e-11
-5.5240000000e+00,-3.3674396605e-11
-5.5200000000e+00,-3.3574587555e-11
-5.5160000000e+00,-3.3457792092e-11
-5.5120000000e+00,-3.3567704172e-11
-5.5080000000e+00,-3.3692604262e-11
-5.5040000000e+00,-3.3849145709e-11
-5.5000000000e+00,-3.3371194696e-11
-5.4960000000e+00,-3.3866687232e-11
-5.4920000000e+00,-3.3532288057e-11
-5.4880000000e+00,-3.3748892569e-11
-5.4840000000e+00,-3.3395619603e-11
-5.4800000000e+00,-3.3625324747e-11
-5.4760000000e+00,-3.3772207253e-11
-5.4720000000e+00,-3.4079628008e-11
-5.4680000000e+00,-3.3427038915e-11
-5.4640000000e+00,-3.3649416586e-11
-5.4600000000e+00,-3.3171465574e-11
-5.4560000000e+00,-3.3828162493e-11
-5.4520000000e+00,-3.3589131476e-11
-5.4480000000e+00,-3.3607894245e-11
-5.4440000000e+00,-3.3217983919e-11
-5.4400000000e+00,-3.3799629762e-11
-5.4360000000e+00,-3.3323122040e-11
-5.4320000000e+00,-3.3623437368e-11
-5.4280000000e+00,-3.3806735189e-11
-5.4240000000e+00,-3.3890001916e-11
-5.4200000000e+00,-3.3433811275e-11
-5.4160000000e+00,-3.3591351922e-11
-5.4120000000e+00,-3.3469449434e-11
-5.4080000000e+00,-3.3766545116e-11
-5.4040000000e+00,-3.3588465342e-11
-5.4000000000e+00,-3.3634317553e-11
-5.3960000000e+00,-3.3692382218e-11
-5.3920000000e+00,-3.3778979613e-11
-5.3880000000e+00,-3.3682723277e-11
-5.3840000000e+00,-3.3419600420e-11
-5.3800000000e+00,-3.3688052348e-11
-5.3760000000e+00,-3.3367197894e-11
-5.3720000000e+00,-3.3837266322e-11
-5.3680000000e+00,-3.3523295251e-11
-5.3640000000e+00,-3.3577807201e-11
-5.3600000000e+00,-3.3334668359e-11
-5.3560000000e+00,-3.3492653095e-11
-5.3520000000e+00,-3.3384961462e-11
-5.3480000000e+00,-3.3710367831e-11
-5.3440000000e+00,-3.3575697778e-11
-5.3400000000e+00,-3.3678393407e-11
-5.3360000000e+00,-3.3580360714e-11
-5.3320000000e+00,-3.3752334261e-11
-5.3280000000e+00,-3.3073765948e-11
-5.3240000000e+00,-3.3379299325e-11
-5.3200000000e+00,-3.3321012616e-11
-5.3160000000e+00,-3.3597014060e-11
-5.3120000000e+00,-3.3313796166e-11
-5.3080000000e+00,-3.4079628008e-11
-5.3040000000e+00,-3.3636093910e-11
-5.3000000000e+00,-3.3591462945e-11
-5.2960000000e+00,-3.3279601297e-11
-5.2920000000e+00,-3.3398284138e-11
-5.2880000000e+00,-3.3509417463e-11
-5.2840000000e+00,-3.3628988483e-11
-5.2800000000e+00,-3.3545277667e-11
-5.2760000000e+00,-3.3501978969e-11
-5.2720000000e+00,-3.3515412667e-11
-5.2680000000e+00,-3.3828606583e-11
-5.2640000000e+00,-3.3321012616e-11
-5.2600000000e+00,-3.3373193098e-11
-5.2560000000e+00,-3.3545721756e-11
-5.2520000000e+00,-3.3628211327e-11
-5.2480000000e+00,-3.3408609212e-11
-5.2440000000e+00,-3.3812730393e-11
-5.2400000000e+00,-3.3492653095e-11
-5.2360000000e+00,-3.3600899840e-11
-5.2320000000e+00,-3.3244296205e-11
-5.2280000000e+00,-3.3575697778e-11
-5.2240000000e+00,-3.3474223393e-11
-5.2200000000e+00,-3.3638314356e-11
-5.2160000000e+00,-3.3401503785e-11
-5.2120000000e+00,-3.3462566051e-11
-5.2080000000e+00,-3.3154701207e-11
-5.2040000000e+00,-3.3631430973e-11
-5.2000000000e+00,-3.3544167444e-11
-5.1960000000e+00,-3.3591351922e-11
-5.1920000000e+00,-3.3106850594e-11
-5.1880000000e+00,-3.3698266400e-11
-5.1840000000e+00,-3.3335223470e-11
-5.1800000000e+00,-3.3625324747e-11
-5.1760000000e+00,-3.3220648454e-11
-5.1720000000e+00,-3.3501423857e-11
-5.1680000000e+00,-3.3574143465e-11
-5.1640000000e+00,-3.3454794490e-11
-5.1600000000e+00,-3.3159364143e-11
-5.1560000000e+00,-3.3386293730e-11
-5.1520000000e+00,-3.3469116367e-11
-5.1480000000e+00,-3.3651526010e-11
-5.1440000000e+00,-3.3494429452e-11
-5.1400000000e+00,-3.3696601065e-11
-5.1360000000e+00,-3.3364200291e-11
-5.1320000000e+00,-3.3422709045e-11
-5.1280000000e+00,-3.3205993510e-11
-5.1240000000e+00,-3.3639868668e-11
-5.1200000000e+00,-3.3148372935e-11
-5.1160000000e+00,-3.3567149060e-11
-5.1120000000e+00,-3.3319902393e-11
-5.1080000000e+00,-3.3332447913e-11
-5.1040000000e+00,-3.2938651806e-11
-5.1000000000e+00,-3.3518743336e-11
-5.0960000000e+00,-3.3270053379e-11
-5.0920000000e+00,-3.3799851806e-11
-5.0880000000e+00,-3.3305136427e-11
-5.0840000000e+00,-3.3393843246e-11
-5.0800000000e+00,-3.3172464775e-11
-5.0760000000e+00,-3.3338776184e-11
-5.0720000000e+00,-3.2999603050e-11
-5.0680000000e+00,-3.3307800962e-11
-5.0640000000e+00,-3.3142155687e-11
-5.0600000000e+00,-3.3656188947e-11
-5.0560000000e+00,-3.3273939160e-11
-5.0520000000e+00,-3.3375302522e-11
-5.0480000000e+00,-3.3067437677e-11
-5.0440000000e+00,-3.3502867147e-11
-5.0400000000e+00,-3.3333669158e-11
-5.0360000000e+00,-3.3484659490e-11
-5.0320000000e+00,-3.3517744136e-11
-5.0280000000e+00,-3.3448577241e-11
-5.0240000000e+00,-3.3293479085e-11
-5.0200000000e+00,-3.3295477486e-11
-5.0160000000e+00,-3.3243185982e-11
-5.0120000000e+00,-3.3152924850e-11
-5.0080000000e+00,-3.3267721911e-11
-5.0040000000e+00,-3.3603564376e-11
-5.0000000000e+00,-3.3039904146e-11
-4.9960000000e+00,-3.3184344161e-11
-4.9920000000e+00,-3.3143043865e-11
-4.9880000000e+00,-3.3386737819e-11
-4.9840000000e+00,-3.3476998951e-11
-4.9800000000e+00,-3.3656855081e-11
-4.9760000000e+00,-3.3260172394e-11
-4.9720000000e+00,-3.3440139546e-11
-4.9680000000e+00,-3.3075542305e-11
-4.9640000000e+00,-3.3546943001e-11
-4.9600000000e+00,-3.3050673309e-11
-4.9560000000e+00,-3.3422375978e-11
-4.9520000000e+00,-3.3086422491e-11
-4.9480000000e+00,-3.3422375978e-11
-4.9440000000e+00,-3.3082314665e-11
-4.9400000000e+00,-3.3446800884e-11
-4.9360000000e+00,-3.2939539985e-11
-4.9320000000e+00,-3.3396174715e-11
-4.9280000000e+00,-3.3013036749e-11
-4.9240000000e+00,-3.3625435769e-11
-4.9200000000e+00,-3.3202995908e-11
