N,H_over_H0
-7.3440000000e+00,4.1142943762e+04
-7.3400000000e+00,4.0871414516e+04
-7.3360000000e+00,4.0601746788e+04
-7.3320000000e+00,4.0333927273e+04
-7.3280000000e+00,4.0067942760e+04
-7.3240000000e+00,3.9803780141e+04
-7.3200000000e+00,3.9541426401e+04
-7.3160000000e+00,3.9280868626e+04
-7.3120000000e+00,3.9022093995e+04
-7.3080000000e+00,3.8765089783e+04
-7.3040000000e+00,3.8509843360e+04
-7.3000000000e+00,3.8256342190e+04
-7.2960000000e+00,3.8004573829e+04
-7.2920000000e+00,3.7754525926e+04
-7.2880000000e+00,3.7506186223e+04
-7.2840000000e+00,3.7259542551e+04
-7.2800000000e+00,3.7014582832e+04
-7.2760000000e+00,3.6771295077e+04
-7.2720000000e+00,3.6529667387e+04
-7.2680000000e+00,3.6289687951e+04
-7.2640000000e+00,3.6051345045e+04
-7.2600000000e+00,3.5814627032e+04
-7.2560000000e+00,3.5579522361e+04
-7.2520000000e+00,3.5346019567e+04
-7.2480000000e+00,3.5114107270e+04
-7.2440000000e+00,3.4883774174e+04
-7.2400000000e+00,3.4655009066e+04
-7.2360000000e+00,3.4427800817e+04
-7.2320000000e+00,3.4202138379e+04
-7.2280000000e+00,3.3978010787e+04
-7.2240000000e+00,3.3755407157e+04
-7.2200000000e+00,3.3534316685e+04
-7.2160000000e+00,3.3314728645e+04
-7.2120000000e+00,3.3096632394e+04
-7.2080000000e+00,3.2880017365e+04
-7.2040000000e+00,3.2664873070e+04
-7.2000000000e+00,3.2451189097e+04
-7.1960000000e+00,3.2238955112e+04
-7.1920000000e+00,3.2028160858e+04
-7.1880000000e+00,3.1818796152e+04
-7.1840000000e+00,3.1610850887e+04
-7.1800000000e+00,3.1404315030e+04
-7.1760000000e+00,3.1199178622e+04
-7.1720000000e+00,3.0995431779e+04
-7.1680000000e+00,3.0793064687e+04
-7.1640000000e+00,3.0592067606e+04
-7.1600000000e+00,3.0392430867e+04
-7.1560000000e+00,3.0194144873e+04
-7.1520000000e+00,2.9997200097e+04
-7.1480000000e+00,2.9801587082e+04
-7.1440000000e+00,2.9607296440e+04
-7.1400000000e+00,2.9414318854e+04
-7.1360000000e+00,2.9222645073e+04
-7.1320000000e+00,2.9032265917e+04
-7.1280000000e+00,2.8843172269e+04
-7.1240000000e+00,2.8655355083e+04
-7.1200000000e+00,2.8468805377e+04
-7.1160000000e+00,2.8283514237e+04
-7.1120000000e+00,2.8099472813e+04
-7.1080000000e+00,2.7916672319e+04
-7.1040000000e+00,2.7735104035e+04
-7.1000000000e+00,2.7554759305e+04
-7.0960000000e+00,2.7375629536e+04
-7.0920000000e+00,2.7197706198e+04
-7.0880000000e+00,2.7020980822e+04
-7.0840000000e+00,2.6845445003e+04
-7.0800000000e+00,2.6671090398e+04
-7.0760000000e+00,2.6497908722e+04
-7.0720000000e+00,2.6325891754e+04
-7.0680000000e+00,2.6155031332e+04
-7.0640000000e+00,2.5985319352e+04
-7.0600000000e+00,2.5816747771e+04
-7.0560000000e+00,2.5649308605e+04
-7.0520000000e+00,2.5482993927e+04
-7.0480000000e+00,2.5317795870e+04
-7.0440000000e+00,2.5153706621e+04
-7.0400000000e+00,2.4990718428e+04
-7.0360000000e+00,2.4828823593e+04
-7.0320000000e+00,2.4668014474e+04
-7.0280000000e+00,2.4508283486e+04
-7.0240000000e+00,2.4349623100e+04
-7.0200000000e+00,2.4192025839e+04
-7.0160000000e+00,2.4035484284e+04
-7.0120000000e+00,2.3879991067e+04
-7.0080000000e+00,2.3725538876e+04
-7.0040000000e+00,2.3572120450e+04
-7.0000000000e+00,2.3419728583e+04
-6.9960000000e+00,2.3268356120e+04
-6.9920000000e+00,2.3117995959e+04
-6.9880000000e+00,2.2968641048e+04
-6.9840000000e+00,2.2820284390e+04
-6.9800000000e+00,2.2672919033e+04
-6.9760000000e+00,2.2526538082e+04
-6.9720000000e+00,2.2381134686e+04
-6.9680000000e+00,2.2236702049e+04
-6.9640000000e+00,2.2093233421e+04
-6.9600000000e+00,2.1950722102e+04
-6.9560000000e+00,2.1809161441e+04
-6.9520000000e+00,2.1668544835e+04
-6.9480000000e+00,2.1528865728e+04
-6.9440000000e+00,2.1390117613e+04
-6.9400000000e+00,2.1252294028e+04
-6.9360000000e+00,2.1115388561e+04
-6.9320000000e+00,2.0979394844e+04
-6.9280000000e+00,2.0844306556e+04
-6.9240000000e+00,2.0710117422e+04
-6.9200000000e+00,2.0576821210e+04
-6.9160000000e+00,2.0444411737e+04
-6.9120000000e+00,2.0312882863e+04
-6.9080000000e+00,2.0182228490e+04
-6.9040000000e+00,2.0052442568e+04
-6.9000000000e+00,1.9923519089e+04
-6.8960000000e+00,1.9795452087e+04
-6.8920000000e+00,1.9668235642e+04
-6.8880000000e+00,1.9541863874e+04
-6.8840000000e+00,1.9416330947e+04
-6.8800000000e+00,1.9291631067e+04
-6.8760000000e+00,1.9167758481e+04
-6.8720000000e+00,1.9044707478e+04
-6.8680000000e+00,1.8922472389e+04
-6.8640000000e+00,1.8801047584e+04
-6.8600000000e+00,1.8680427475e+04
-6.8560000000e+00,1.8560606514e+04
-6.8520000000e+00,1.8441579192e+04
-6.8480000000e+00,1.8323340042e+04
-6.8440000000e+00,1.8205883633e+04
-6.8400000000e+00,1.8089204575e+04
-6.8360000000e+00,1.7973297518e+04
-6.8320000000e+00,1.7858157147e+04
-6.8280000000e+00,1.7743778189e+04
-6.8240000000e+00,1.7630155406e+04
-6.8200000000e+00,1.7517283599e+04
-6.8160000000e+00,1.7405157607e+04
-6.8120000000e+00,1.7293772304e+04
-6.8080000000e+00,1.7183122602e+04
-6.8040000000e+00,1.7073203449e+04
-6.8000000000e+00,1.6964009831e+04
-6.7960000000e+00,1.6855536767e+04
-6.7920000000e+00,1.6747779314e+04
-6.7880000000e+00,1.6640732564e+04
-6.7840000000e+00,1.6534391643e+04
-6.7800000000e+00,1.6428751714e+04
-6.7760000000e+00,1.6323807972e+04
-6.7720000000e+00,1.6219555648e+04
-6.7680000000e+00,1.6115990007e+04
-6.7640000000e+00,1.6013106348e+04
-6.7600000000e+00,1.5910900003e+04
-6.7560000000e+00,1.5809366338e+04
-6.7520000000e+00,1.5708500752e+04
-6.7480000000e+00,1.5608298676e+04
-6.7440000000e+00,1.5508755574e+04
-6.7400000000e+00,1.5409866943e+04
-6.7360000000e+00,1.5311628312e+04
-6.7320000000e+00,1.5214035242e+04
-6.7280000000e+00,1.5117083325e+04
-6.7240000000e+00,1.5020768185e+04
-6.7200000000e+00,1.4925085476e+04
-6.7160000000e+00,1.4830030884e+04
-6.7120000000e+00,1.4735600127e+04
-6.7080000000e+00,1.4641788952e+04
-6.7040000000e+00,1.4548593135e+04
-6.7000000000e+00,1.4456008484e+04
-6.6960000000e+00,1.4364030836e+04
-6.6920000000e+00,1.4272656059e+04
-6.6880000000e+00,1.4181880049e+04
-6.6840000000e+00,1.4091698730e+04
-6.6800000000e+00,1.4002108058e+04
-6.6760000000e+00,1.3913104016e+04
-6.6720000000e+00,1.3824682614e+04
-6.6680000000e+00,1.3736839894e+04
-6.6640000000e+00,1.3649571923e+04
-6.6600000000e+00,1.3562874797e+04
-6.6560000000e+00,1.3476744640e+04
-6.6520000000e+00,1.3391177602e+04
-6.6480000000e+00,1.3306169863e+04
-6.6440000000e+00,1.3221717627e+04
-6.6400000000e+00,1.3137817127e+04
-6.6360000000e+00,1.3054464623e+04
-6.6320000000e+00,1.2971656398e+04
-6.6280000000e+00,1.2889388766e+04
-6.6240000000e+00,1.2807658064e+04
-6.6200000000e+00,1.2726460656e+04
-6.6160000000e+00,1.2645792930e+04
-6.6120000000e+00,1.2565651304e+04
-6.6080000000e+00,1.2486032215e+04
-6.6040000000e+00,1.2406932131e+04
-6.6000000000e+00,1.2328347540e+04
-6.5960000000e+00,1.2250274960e+04
-6.5920000000e+00,1.2172710928e+04
-6.5880000000e+00,1.2095652010e+04
-6.5840000000e+00,1.2019094794e+04
-6.5800000000e+00,1.1943035891e+04
-6.5760000000e+00,1.1867471940e+04
-6.5720000000e+00,1.1792399598e+04
-6.5680000000e+00,1.1717815551e+04
-6.5640000000e+00,1.1643716504e+04
-6.5600000000e+00,1.1570099188e+04
-6.5560000000e+00,1.1496960356e+04
-6.5520000000e+00,1.1424296784e+04
-6.5480000000e+00,1.1352105270e+04
-6.5440000000e+00,1.1280382636e+04
-6.5400000000e+00,1.1209125724e+04
-6.5360000000e+00,1.1138331400e+04
-6.5320000000e+00,1.1067996552e+04
-6.5280000000e+00,1.0998118090e+04
-6.5240000000e+00,1.0928692944e+04
-6.5200000000e+00,1.0859718066e+04
-6.5160000000e+00,1.0791190432e+04
-6.5120000000e+00,1.0723107036e+04
-6.5080000000e+00,1.0655464894e+04
-6.5040000000e+00,1.0588261044e+04
-6.5000000000e+00,1.0521492543e+04
-6.4960000000e+00,1.0455156471e+04
-6.4920000000e+00,1.0389249925e+04
-6.4880000000e+00,1.0323770026e+04
-6.4840000000e+00,1.0258713913e+04
-6.4800000000e+00,1.0194078745e+04
-6.4760000000e+00,1.0129861701e+04
-6.4720000000e+00,1.0066059981e+04
-6.4680000000e+00,1.0002670802e+04
-6.4640000000e+00,9.9396914039e+03
-6.4600000000e+00,9.8771190428e+03
-6.4560000000e+00,9.8149509955e+03
-6.4520000000e+00,9.7531845572e+03
-6.4480000000e+00,9.6918170424e+03
-6.4440000000e+00,9.6308457839e+03
-6.4400000000e+00,9.5702681335e+03
-6.4360000000e+00,9.5100814611e+03
-6.4320000000e+00,9.4502831551e+03
-6.4280000000e+00,9.3908706221e+03
-6.4240000000e+00,9.3318412868e+03
-6.4200000000e+00,9.2731925915e+03
-6.4160000000e+00,9.2149219968e+03
-6.4120000000e+00,9.1570269805e+03
-6.4080000000e+00,9.0995050382e+03
-6.4040000000e+00,9.0423536828e+03
-6.4000000000e+00,8.9855704445e+03
-6.3960000000e+00,8.9291528707e+03
-6.3920000000e+00,8.8730985259e+03
-6.3880000000e+00,8.8174049913e+03
-6.3840000000e+00,8.7620698649e+03
-6.3800000000e+00,8.7070907616e+03
-6.3760000000e+00,8.6524653127e+03
-6.3720000000e+00,8.5981911658e+03
-6.3680000000e+00,8.5442659850e+03
-6.3640000000e+00,8.4906874504e+03
-6.3600000000e+00,8.4374532584e+03
-6.3560000000e+00,8.3845611212e+03
-6.3520000000e+00,8.3320087667e+03
-6.3480000000e+00,8.2797939389e+03
-6.3440000000e+00,8.2279143970e+03
-6.3400000000e+00,8.1763679159e+03
-6.3360000000e+00,8.1251522860e+03
-6.3320000000e+00,8.0742653126e+03
-6.3280000000e+00,8.0237048166e+03
-6.3240000000e+00,7.9734686336e+03
-6.3200000000e+00,7.9235546143e+03
-6.3160000000e+00,7.8739606242e+03
-6.3120000000e+00,7.8246845435e+03
-6.3080000000e+00,7.7757242672e+03
-6.3040000000e+00,7.7270777046e+03
-6.3000000000e+00,7.6787427795e+03
-6.2960000000e+00,7.6307174299e+03
-6.2920000000e+00,7.5829996082e+03
-6.2880000000e+00,7.5355872808e+03
-6.2840000000e+00,7.4884784279e+03
-6.2800000000e+00,7.4416710441e+03
-6.2760000000e+00,7.3951631372e+03
-6.2720000000e+00,7.3489527292e+03
-6.2680000000e+00,7.3030378554e+03
-6.2640000000e+00,7.2574165647e+03
-6.2600000000e+00,7.2120869194e+03
-6.2560000000e+00,7.1670469952e+03
-6.2520000000e+00,7.1222948808e+03
-6.2480000000e+00,7.0778286781e+03
-6.2440000000e+00,7.0336465023e+03
-6.2400000000e+00,6.9897464811e+03
-6.2360000000e+00,6.9461267552e+03
-6.2320000000e+00,6.9027854783e+03
-6.2280000000e+00,6.8597208164e+03
-6.2240000000e+00,6.8169309483e+03
-6.2200000000e+00,6.7744140650e+03
-6.2160000000e+00,6.7321683702e+03
-6.2120000000e+00,6.6901920798e+03
-6.2080000000e+00,6.6484834218e+03
-6.2040000000e+00,6.6070406363e+03
-6.2000000000e+00,6.5658619757e+03
-6.1960000000e+00,6.5249457042e+03
-6.1920000000e+00,6.4842900976e+03
-6.1880000000e+00,6.4438934439e+03
-6.1840000000e+00,6.4037540426e+03
-6.1800000000e+00,6.3638702047e+03
-6.1760000000e+00,6.3242402530e+03
-6.1720000000e+00,6.2848625215e+03
-6.1680000000e+00,6.2457353557e+03
-6.1640000000e+00,6.2068571123e+03
-6.1600000000e+00,6.1682261593e+03
-6.1560000000e+00,6.1298408757e+03
-6.1520000000e+00,6.0916996517e+03
-6.1480000000e+00,6.0538008882e+03
-6.1440000000e+00,6.0161429973e+03
-6.1400000000e+00,5.9787244018e+03
-6.1360000000e+00,5.9415435351e+03
-6.1320000000e+00,5.9045988414e+03
-6.1280000000e+00,5.8678887754e+03
-6.1240000000e+00,5.8314118023e+03
-6.1200000000e+00,5.7951663979e+03
-6.1160000000e+00,5.7591510481e+03
-6.1120000000e+00,5.7233642493e+03
-6.1080000000e+00,5.6878045080e+03
-6.1040000000e+00,5.6524703408e+03
-6.1000000000e+00,5.6173602745e+03
-6.0960000000e+00,5.5824728457e+03
-6.0920000000e+00,5.5478066011e+03
-6.0880000000e+00,5.5133600972e+03
-6.0840000000e+00,5.4791319003e+03
-6.0800000000e+00,5.4451205863e+03
-6.0760000000e+00,5.4113247408e+03
-6.0720000000e+00,5.3777429592e+03
-6.0680000000e+00,5.3443738460e+03
-6.0640000000e+00,5.3112160154e+03
-6.0600000000e+00,5.2782680910e+03
-6.0560000000e+00,5.2455287056e+03
-6.0520000000e+00,5.2129965013e+03
-6.0480000000e+00,5.1806701293e+03
-6.0440000000e+00,5.1485482500e+03
-6.0400000000e+00,5.1166295329e+03
-6.0360000000e+00,5.0849126562e+03
-6.0320000000e+00,5.0533963074e+03
-6.0280000000e+00,5.0220791827e+03
-6.0240000000e+00,4.9909599869e+03
-6.0200000000e+00,4.9600374338e+03
-6.0160000000e+00,4.9293102457e+03
-6.0120000000e+00,4.8987771538e+03
-6.0080000000e+00,4.8684368975e+03
-6.0040000000e+00,4.8382882248e+03
-6.0000000000e+00,4.8083298922e+03
-5.9960000000e+00,4.7785606645e+03
-5.9920000000e+00,4.7489793149e+03
-5.9880000000e+00,4.7195846248e+03
-5.9840000000e+00,4.6903753838e+03
-5.9800000000e+00,4.6613503895e+03
-5.9760000000e+00,4.6325084479e+03
-5.9720000000e+00,4.6038483727e+03
-5.9680000000e+00,4.5753689858e+03
-5.9640000000e+00,4.5470691168e+03
-5.9600000000e+00,4.5189476033e+03
-5.9560000000e+00,4.4910032908e+03
-5.9520000000e+00,4.4632350323e+03
-5.9480000000e+00,4.4356416887e+03
-5.9440000000e+00,4.4082221283e+03
-5.9400000000e+00,4.3809752273e+03
-5.9360000000e+00,4.3538998692e+03
-5.9320000000e+00,4.3269949451e+03
-5.9280000000e+00,4.3002593534e+03
-5.9240000000e+00,4.2736919999e+03
-5.9200000000e+00,4.2472917979e+03
-5.9160000000e+00,4.2210576679e+03
-5.9120000000e+00,4.1949885373e+03
-5.9080000000e+00,4.1690833412e+03
-5.9040000000e+00,4.1433410215e+03
-5.9000000000e+00,4.1177605272e+03
-5.8960000000e+00,4.0923408143e+03
-5.8920000000e+00,4.0670808459e+03
-5.8880000000e+00,4.0419795919e+03
-5.8840000000e+00,4.0170360292e+03
-5.8800000000e+00,3.9922491415e+03
-5.8760000000e+00,3.9676179191e+03
-5.8720000000e+00,3.9431413592e+03
-5.8680000000e+00,3.9188184657e+03
-5.8640000000e+00,3.8946482490e+03
-5.8600000000e+00,3.8706297264e+03
-5.8560000000e+00,3.8467619214e+03
-5.8520000000e+00,3.8230438641e+03
-5.8480000000e+00,3.7994745912e+03
-5.8440000000e+00,3.7760531456e+03
-5.8400000000e+00,3.7527785768e+03
-5.8360000000e+00,3.7296499405e+03
-5.8320000000e+00,3.7066662986e+03
-5.8280000000e+00,3.6838267194e+03
-5.8240000000e+00,3.6611302772e+03
-5.8200000000e+00,3.6385760527e+03
-5.8160000000e+00,3.6161631326e+03
-5.8120000000e+00,3.5938906094e+03
-5.8080000000e+00,3.5717575821e+03
-5.8040000000e+00,3.5497631554e+03
-5.8000000000e+00,3.5279064399e+03
-5.7960000000e+00,3.5061865523e+03
-5.7920000000e+00,3.4846026149e+03
-5.7880000000e+00,3.4631537560e+03
-5.7840000000e+00,3.4418391097e+03
-5.7800000000e+00,3.4206578158e+03
-5.7760000000e+00,3.3996090197e+03
-5.7720000000e+00,3.3786918725e+03
-5.7680000000e+00,3.3579055310e+03
-5.7640000000e+00,3.3372491576e+03
-5.7600000000e+00,3.3167219200e+03
-5.7560000000e+00,3.2963229918e+03
-5.7520000000e+00,3.2760515517e+03
-5.7480000000e+00,3.2559067840e+03
-5.7440000000e+00,3.2358878784e+03
-5.7400000000e+00,3.2159940299e+03
-5.7360000000e+00,3.1962244388e+03
-5.7320000000e+00,3.1765783107e+03
-5.7280000000e+00,3.1570548566e+03
-5.7240000000e+00,3.1376532925e+03
-5.7200000000e+00,3.1183728396e+03
-5.7160000000e+00,3.0992127243e+03
-5.7120000000e+00,3.0801721781e+03
-5.7080000000e+00,3.0612504375e+03
-5.7040000000e+00,3.0424467442e+03
-5.7000000000e+00,3.0237603447e+03
-5.6960000000e+00,3.0051904905e+03
-5.6920000000e+00,2.9867364381e+03
-5.6880000000e+00,2.9683974489e+03
-5.6840000000e+00,2.9501727892e+03
-5.6800000000e+00,2.9320617298e+03
-5.6760000000e+00,2.9140635468e+03
-5.6720000000e+00,2.8961775207e+03
-5.6680000000e+00,2.8784029369e+03
-5.6640000000e+00,2.8607390854e+03
-5.6600000000e+00,2.8431852609e+03
-5.6560000000e+00,2.8257407628e+03
-5.6520000000e+00,2.8084048949e+03
-5.6480000000e+00,2.7911769659e+03
-5.6440000000e+00,2.7740562887e+03
-5.6400000000e+00,2.7570421809e+03
-5.6360000000e+00,2.7401339646e+03
-5.6320000000e+00,2.7233309662e+03
-5.6280000000e+00,2.7066325167e+03
-5.6240000000e+00,2.6900379513e+03
-5.6200000000e+00,2.6735466096e+03
-5.6160000000e+00,2.6571578357e+03
-5.6120000000e+00,2.6408709777e+03
-5.6080000000e+00,2.6246853883e+03
-5.6040000000e+00,2.6086004242e+03
-5.6000000000e+00,2.5926154464e+03
-5.5960000000e+00,2.5767298200e+03
-5.5920000000e+00,2.5609429143e+03
-5.5880000000e+00,2.5452541029e+03
-5.5840000000e+00,2.5296627632e+03
-5.5800000000e+00,2.5141682769e+03
-5.5760000000e+00,2.4987700295e+03
-5.5720000000e+00,2.4834674108e+03
-5.5680000000e+00,2.4682598144e+03
-5.5640000000e+00,2.4531466380e+03
-5.5600000000e+00,2.4381272829e+03
-5.5560000000e+00,2.4232011548e+03
-5.5520000000e+00,2.4083676629e+03
-5.5480000000e+00,2.3936262204e+03
-5.5440000000e+00,2.3789762443e+03
-5.5400000000e+00,2.3644171553e+03
-5.5360000000e+00,2.3499483782e+03
-5.5320000000e+00,2.3355693412e+03
-5.5280000000e+00,2.3212794764e+03
-5.5240000000e+00,2.3070782195e+03
-5.5200000000e+00,2.2929650099e+03
-5.5160000000e+00,2.2789392908e+03
-5.5120000000e+00,2.2650005088e+03
-5.5080000000e+00,2.2511481142e+03
-5.5040000000e+00,2.2373815610e+03
-5.5000000000e+00,2.2237003065e+03
-5.4960000000e+00,2.2101038116e+03
-5.4920000000e+00,2.1965915410e+03
-5.4880000000e+00,2.1831629624e+03
-5.4840000000e+00,2.1698175473e+03
-5.4800000000e+00,2.1565547706e+03
-5.4760000000e+00,2.1433741104e+03
-5.4720000000e+00,2.1302750484e+03
-5.4680000000e+00,2.1172570696e+03
-5.4640000000e+00,2.1043196623e+03
-5.4600000000e+00,2.0914623182e+03
-5.4560000000e+00,2.0786845322e+03
-5.4520000000e+00,2.0659858025e+03
-5.4480000000e+00,2.0533656307e+03
-5.4440000000e+00,2.0408235214e+03
-5.4400000000e+00,2.0283589825e+03
-5.4360000000e+00,2.0159715252e+03
-5.4320000000e+00,2.0036606638e+03
-5.4280000000e+00,1.9914259155e+03
-5.4240000000e+00,1.9792668011e+03
-5.4200000000e+00,1.9671828440e+03
-5.4160000000e+00,1.9551735711e+03
-5.4120000000e+00,1.9432385122e+03
-5.4080000000e+00,1.9313772000e+03
-5.4040000000e+00,1.9195891704e+03
-5.4000000000e+00,1.9078739622e+03
-5.3960000000e+00,1.8962311174e+03
-5.3920000000e+00,1.8846601806e+03
-5.3880000000e+00,1.8731606996e+03
-5.3840000000e+00,1.8617322250e+03
-5.3800000000e+00,1.8503743104e+03
-5.3760000000e+00,1.8390865123e+03
-5.3720000000e+00,1.8278683898e+03
-5.3680000000e+00,1.8167195052e+03
-5.3640000000e+00,1.8056394234e+03
-5.3600000000e+00,1.7946277122e+03
-5.3560000000e+00,1.7836839421e+03
-5.3520000000e+00,1.7728076865e+03
-5.3480000000e+00,1.7619985213e+03
-5.3440000000e+00,1.7512560255e+03
-5.3400000000e+00,1.7405797805e+03
-5.3360000000e+00,1.7299693706e+03
-5.3320000000e+00,1.7194243825e+03
-5.3280000000e+00,1.7089444060e+03
-5.3240000000e+00,1.6985290331e+03
-5.3200000000e+00,1.6881778586e+03
-5.3160000000e+00,1.6778904800e+03
-5.3120000000e+00,1.6676664973e+03
-5.3080000000e+00,1.6575055131e+03
-5.3040000000e+00,1.6474071325e+03
-5.3000000000e+00,1.6373709631e+03
-5.2960000000e+00,1.6273966151e+03
-5.2920000000e+00,1.6174837013e+03
-5.2880000000e+00,1.6076318368e+03
-5.2840000000e+00,1.5978406393e+03
-5.2800000000e+00,1.5881097288e+03
-5.2760000000e+00,1.5784387280e+03
-5.2720000000e+00,1.5688272617e+03
-5.2680000000e+00,1.5592749574e+03
-5.2640000000e+00,1.5497814448e+03
-5.2600000000e+00,1.5403463561e+03
-5.2560000000e+00,1.5309693257e+03
-5.2520000000e+00,1.5216499905e+03
-5.2480000000e+00,1.5123879896e+03
-5.2440000000e+00,1.5031829645e+03
-5.2400000000e+00,1.4940345590e+03
-5.2360000000e+00,1.4849424191e+03
-5.2320000000e+00,1.4759061932e+03
-5.2280000000e+00,1.4669255318e+03
-5.2240000000e+00,1.4580000877e+03
-5.2200000000e+00,1.4491295160e+03
-5.2160000000e+00,1.4403134739e+03
-5.2120000000e+00,1.4315516208e+03
-5.2080000000e+00,1.4228436182e+03
-5.2040000000e+00,1.4141891301e+03
-5.2000000000e+00,1.4055878223e+03
-5.1960000000e+00,1.3970393627e+03
-5.1920000000e+00,1.3885434218e+03
-5.1880000000e+00,1.3800996715e+03
-5.1840000000e+00,1.3717077865e+03
-5.1800000000e+00,1.3633674431e+03
-5.1760000000e+00,1.3550783197e+03
-5.1720000000e+00,1.3468400971e+03
-5.1680000000e+00,1.3386524578e+03
-5.1640000000e+00,1.3305150863e+03
-5.1600000000e+00,1.3224276695e+03
-5.1560000000e+00,1.3143898958e+03
-5.1520000000e+00,1.3064014560e+03
-5.1480000000e+00,1.2984620425e+03
-5.1440000000e+00,1.2905713501e+03
-5.1400000000e+00,1.2827290751e+03
-5.1360000000e+00,1.2749349160e+03
-5.1320000000e+00,1.2671885731e+03
-5.1280000000e+00,1.2594897488e+03
-5.1240000000e+00,1.2518381471e+03
-5.1200000000e+00,1.2442334742e+03
-5.1160000000e+00,1.2366754379e+03
-5.1120000000e+00,1.2291637479e+03
-5.1080000000e+00,1.2216981160e+03
-5.1040000000e+00,1.2142782555e+03
-5.1000000000e+00,1.2069038818e+03
-5.0960000000e+00,1.1995747119e+03
-5.0920000000e+00,1.1922904646e+03
-5.0880000000e+00,1.1850508607e+03
-5.0840000000e+00,1.1778556226e+03
-5.0800000000e+00,1.1707044745e+03
-5.0760000000e+00,1.1635971424e+03
-5.0720000000e+00,1.1565333539e+03
-5.0680000000e+00,1.1495128384e+03
-5.0640000000e+00,1.1425353272e+03
-5.0600000000e+00,1.1356005531e+03
-5.0560000000e+00,1.1287082505e+03
-5.0520000000e+00,1.1218581558e+03
-5.0480000000e+00,1.1150500068e+03
-5.0440000000e+00,1.1082835430e+03
-5.0400000000e+00,1.1015585058e+03
-5.0360000000e+00,1.0948746379e+03
-5.0320000000e+00,1.0882316839e+03
-5.0280000000e+00,1.0816293898e+03
-5.0240000000e+00,1.0750675033e+03
-5.0200000000e+00,1.0685457738e+03
-5.0160000000e+00,1.0620639521e+03
-5.0120000000e+00,1.0556217908e+03
-5.0080000000e+00,1.0492190438e+03
-5.0040000000e+00,1.0428554667e+03
-5.0000000000e+00,1.0365308168e+03
-4.9960000000e+00,1.0302448526e+03
-4.9920000000e+00,1.0239973343e+03
-4.9880000000e+00,1.0177880238e+03
-4.9840000000e+00,1.0116166842e+03
-4.9800000000e+00,1.0054830803e+03
-4.9760000000e+00,9.9938697818e+02
-4.9720000000e+00,9.9332814564e+02
-4.9680000000e+00,9.8730635180e+02
-4.9640000000e+00,9.8132136728e+02
-4.9600000000e+00,9.7537296415e+02
-4.9560000000e+00,9.6946091590e+02
-4.9520000000e+00,9.6358499747e+02
-4.9480000000e+00,9.5774498522e+02
-4.9440000000e+00,9.5194065691e+02
-4.9400000000e+00,9.4617179171e+02
-4.9360000000e+00,9.4043817017e+02
-4.9320000000e+00,9.3473957426e+02
-4.9280000000e+00,9.2907578727e+02
-4.9240000000e+00,9.2344659391e+02
-4.9200000000e+00,9.1785178022e+02
-4.9160000000e+00,9.1229113358e+02
-4.9120000000e+00,9.0676444274e+02
-4.9080000000e+00,9.0127149776e+02
-4.9040000000e+00,8.9581209001e+02
-4.9000000000e+00,8.9038601222e+02
-4.8960000000e+00,8.8499305837e+02
-4.8920000000e+00,8.7963302378e+02
-4.8880000000e+00,8.7430570504e+02
-4.8840000000e+00,8.6901090001e+02
-4.8800000000e+00,8.6374840785e+02
-4.8760000000e+00,8.5851802896e+02
-4.8720000000e+00,8.5331956501e+02
-4.8680000000e+00,8.4815281892e+02
-4.8640000000e+00,8.4301759482e+02
-4.8600000000e+00,8.3791369810e+02
-4.8560000000e+00,8.3284093538e+02
-4.8520000000e+00,8.2779911447e+02
-4.8480000000e+00,8.2278804440e+02
-4.8440000000e+00,8.1780753540e+02
-4.8400000000e+00,8.1285739891e+02
-4.8360000000e+00,8.0793744751e+02
-4.8320000000e+00,8.0304749500e+02
-4.8280000000e+00,7.9818735633e+02
-4.8240000000e+00,7.9335684762e+02
-4.8200000000e+00,7.8855578613e+02
-4.8160000000e+00,7.8378399029e+02
-4.8120000000e+00,7.7904127964e+02
-4.8080000000e+00,7.7432747488e+02
-4.8040000000e+00,7.6964239782e+02
-4.8000000000e+00,7.6498587139e+02
-4.7960000000e+00,7.6035771963e+02
-4.7920000000e+00,7.5575776769e+02
-4.7880000000e+00,7.5118584181e+02
-4.7840000000e+00,7.4664176931e+02
-4.7800000000e+00,7.4212537861e+02
-4.7760000000e+00,7.3763649921e+02
-4.7720000000e+00,7.3317496164e+02
-4.7680000000e+00,7.2874059754e+02
-4.7640000000e+00,7.2433323957e+02
-4.7600000000e+00,7.1995272146e+02
-4.7560000000e+00,7.1559887795e+02
-4.7520000000e+00,7.1127154486e+02
-4.7480000000e+00,7.0697055900e+02
-4.7440000000e+00,7.0269575822e+02
-4.7400000000e+00,6.9844698138e+02
-4.7360000000e+00,6.9422406834e+02
-4.7320000000e+00,6.9002685997e+02
-4.7280000000e+00,6.8585519814e+02
-4.7240000000e+00,6.8170892571e+02
-4.7200000000e+00,6.7758788650e+02
-4.7160000000e+00,6.7349192533e+02
-4.7120000000e+00,6.6942088798e+02
-4.7080000000e+00,6.6537462120e+02
-4.7040000000e+00,6.6135297269e+02
-4.7000000000e+00,6.5735579111e+02
-4.6960000000e+00,6.5338292606e+02
-4.6920000000e+00,6.4943422808e+02
-4.6880000000e+00,6.4550954864e+02
-4.6840000000e+00,6.4160874014e+02
