N,rho_ent_over_rhoc0
-7.3680000000e+00,1.1467527010e-05
-7.3640000000e+00,1.1466025441e-05
-7.3600000000e+00,1.1464524189e-05
-7.3560000000e+00,1.1463023254e-05
-7.3520000000e+00,1.1461522635e-05
-7.3480000000e+00,1.1460022333e-05
-7.3440000000e+00,1.1458522347e-05
-7.3400000000e+00,1.1457022678e-05
-7.3360000000e+00,1.1455523324e-05
-7.3320000000e+00,1.1454024287e-05
-7.3280000000e+00,1.1452525566e-05
-7.3240000000e+00,1.1451027161e-05
-7.3200000000e+00,1.1449529072e-05
-7.3160000000e+00,1.1448031298e-05
-7.3120000000e+00,1.1446533840e-05
-7.3080000000e+00,1.1445036698e-05
-7.3040000000e+00,1.1443539872e-05
-7.3000000000e+00,1.1442043361e-05
-7.2960000000e+00,1.1440547165e-05
-7.2920000000e+00,1.1439051285e-05
-7.2880000000e+00,1.1437555720e-05
-7.2840000000e+00,1.1436060470e-05
-7.2800000000e+00,1.1434565535e-05
-7.2760000000e+00,1.1433070915e-05
-7.2720000000e+00,1.1431576610e-05
-7.2680000000e+00,1.1430082620e-05
-7.2640000000e+00,1.1428588944e-05
-7.2600000000e+00,1.1427095583e-05
-7.2560000000e+00,1.1425602537e-05
-7.2520000000e+00,1.1424109805e-05
-7.2480000000e+00,1.1422617388e-05
-7.2440000000e+00,1.1421125285e-05
-7.2400000000e+00,1.1419633496e-05
-7.2360000000e+00,1.1418142022e-05
-7.2320000000e+00,1.1416650861e-05
-7.2280000000e+00,1.1415160015e-05
-7.2240000000e+00,1.1413669482e-05
-7.2200000000e+00,1.1412179264e-05
-7.2160000000e+00,1.1410689359e-05
-7.2120000000e+00,1.1409199767e-05
-7.2080000000e+00,1.1407710490e-05
-7.2040000000e+00,1.1406221526e-05
-7.2000000000e+00,1.1404732875e-05
-7.1960000000e+00,1.1403244538e-05
-7.1920000000e+00,1.1401756513e-05
-7.1880000000e+00,1.1400268802e-05
-7.1840000000e+00,1.1398781405e-05
-7.1800000000e+00,1.1397294320e-05
-7.1760000000e+00,1.1395807548e-05
-7.1720000000e+00,1.1394321089e-05
-7.1680000000e+00,1.1392834943e-05
-7.1640000000e+00,1.1391349109e-05
-7.1600000000e+00,1.1389863588e-05
-7.1560000000e+00,1.1388378380e-05
-7.1520000000e+00,1.1386893484e-05
-7.1480000000e+00,1.1385408901e-05
-7.1440000000e+00,1.1383924629e-05
-7.1400000000e+00,1.1382440670e-05
-7.1360000000e+00,1.1380957024e-05
-7.1320000000e+00,1.1379473689e-05
-7.1280000000e+00,1.1377990666e-05
-7.1240000000e+00,1.1376507955e-05
-7.1200000000e+00,1.1375025556e-05
-7.1160000000e+00,1.1373543468e-05
-7.1120000000e+00,1.1372061693e-05
-7.1080000000e+00,1.1370580228e-05
-7.1040000000e+00,1.1369099076e-05
-7.1000000000e+00,1.1367618234e-05
-7.0960000000e+00,1.1366137704e-05
-7.0920000000e+00,1.1364657485e-05
-7.0880000000e+00,1.1363177578e-05
-7.0840000000e+00,1.1361697981e-05
-7.0800000000e+00,1.1360218696e-05
-7.0760000000e+00,1.1358739721e-05
-7.0720000000e+00,1.1357261057e-05
-7.0680000000e+00,1.1355782704e-05
-7.0640000000e+00,1.1354304662e-05
-7.0600000000e+00,1.1352826930e-05
-7.0560000000e+00,1.1351349509e-05
-7.0520000000e+00,1.1349872398e-05
-7.0480000000e+00,1.1348395598e-05
-7.0440000000e+00,1.1346919107e-05
-7.0400000000e+00,1.1345442927e-05
-7.0360000000e+00,1.1343967057e-05
-7.0320000000e+00,1.1342491498e-05
-7.0280000000e+00,1.1341016248e-05
-7.0240000000e+00,1.1339541308e-05
-7.0200000000e+00,1.1338066677e-05
-7.0160000000e+00,1.1336592357e-05
-7.0120000000e+00,1.1335118346e-05
-7.0080000000e+00,1.1333644644e-05
-7.0040000000e+00,1.1332171253e-05
-7.0000000000e+00,1.1330698170e-05
-6.9960000000e+00,1.1329225397e-05
-6.9920000000e+00,1.1327752933e-05
-6.9880000000e+00,1.1326280778e-05
-6.9840000000e+00,1.1324808932e-05
-6.9800000000e+00,1.1323337395e-05
-6.9760000000e+00,1.1321866168e-05
-6.9720000000e+00,1.1320395249e-05
-6.9680000000e+00,1.1318924638e-05
-6.9640000000e+00,1.1317454337e-05
-6.9600000000e+00,1.1315984343e-05
-6.9560000000e+00,1.1314514659e-05
-6.9520000000e+00,1.1313045283e-05
-6.9480000000e+00,1.1311576215e-05
-6.9440000000e+00,1.1310107455e-05
-6.9400000000e+00,1.1308639004e-05
-6.9360000000e+00,1.1307170861e-05
-6.9320000000e+00,1.1305703026e-05
-6.9280000000e+00,1.1304235498e-05
-6.9240000000e+00,1.1302768279e-05
-6.9200000000e+00,1.1301301367e-05
-6.9160000000e+00,1.1299834764e-05
-6.9120000000e+00,1.1298368467e-05
-6.9080000000e+00,1.1296902479e-05
-6.9040000000e+00,1.1295436797e-05
-6.9000000000e+00,1.1293971423e-05
-6.8960000000e+00,1.1292506357e-05
-6.8920000000e+00,1.1291041597e-05
-6.8880000000e+00,1.1289577145e-05
-6.8840000000e+00,1.1288113000e-05
-6.8800000000e+00,1.1286649162e-05
-6.8760000000e+00,1.1285185631e-05
-6.8720000000e+00,1.1283722406e-05
-6.8680000000e+00,1.1282259489e-05
-6.8640000000e+00,1.1280796878e-05
-6.8600000000e+00,1.1279334573e-05
-6.8560000000e+00,1.1277872576e-05
-6.8520000000e+00,1.1276410884e-05
-6.8480000000e+00,1.1274949499e-05
-6.8440000000e+00,1.1273488420e-05
-6.8400000000e+00,1.1272027648e-05
-6.8360000000e+00,1.1270567181e-05
-6.8320000000e+00,1.1269107021e-05
-6.8280000000e+00,1.1267647166e-05
-6.8240000000e+00,1.1266187617e-05
-6.8200000000e+00,1.1264728375e-05
-6.8160000000e+00,1.1263269438e-05
-6.8120000000e+00,1.1261810806e-05
-6.8080000000e+00,1.1260352480e-05
-6.8040000000e+00,1.1258894460e-05
-6.8000000000e+00,1.1257436745e-05
-6.7960000000e+00,1.1255979335e-05
-6.7920000000e+00,1.1254522231e-05
-6.7880000000e+00,1.1253065431e-05
-6.7840000000e+00,1.1251608937e-05
-6.7800000000e+00,1.1250152748e-05
-6.7760000000e+00,1.1248696864e-05
-6.7720000000e+00,1.1247241284e-05
-6.7680000000e+00,1.1245786009e-05
-6.7640000000e+00,1.1244331040e-05
-6.7600000000e+00,1.1242876374e-05
-6.7560000000e+00,1.1241422013e-05
-6.7520000000e+00,1.1239967957e-05
-6.7480000000e+00,1.1238514205e-05
-6.7440000000e+00,1.1237060757e-05
-6.7400000000e+00,1.1235607614e-05
-6.7360000000e+00,1.1234154775e-05
-6.7320000000e+00,1.1232702239e-05
-6.7280000000e+00,1.1231250008e-05
-6.7240000000e+00,1.1229798081e-05
-6.7200000000e+00,1.1228346457e-05
-6.7160000000e+00,1.1226895137e-05
-6.7120000000e+00,1.1225444121e-05
-6.7080000000e+00,1.1223993409e-05
-6.7040000000e+00,1.1222543000e-05
-6.7000000000e+00,1.1221092894e-05
-6.6960000000e+00,1.1219643092e-05
-6.6920000000e+00,1.1218193593e-05
-6.6880000000e+00,1.1216744397e-05
-6.6840000000e+00,1.1215295504e-05
-6.6800000000e+00,1.1213846915e-05
-6.6760000000e+00,1.1212398628e-05
-6.6720000000e+00,1.1210950644e-05
-6.6680000000e+00,1.1209502963e-05
-6.6640000000e+00,1.1208055585e-05
-6.6600000000e+00,1.1206608510e-05
-6.6560000000e+00,1.1205161737e-05
-6.6520000000e+00,1.1203715266e-05
-6.6480000000e+00,1.1202269098e-05
-6.6440000000e+00,1.1200823232e-05
-6.6400000000e+00,1.1199377669e-05
-6.6360000000e+00,1.1197932408e-05
-6.6320000000e+00,1.1196487448e-05
-6.6280000000e+00,1.1195042791e-05
-6.6240000000e+00,1.1193598436e-05
-6.6200000000e+00,1.1192154382e-05
-6.6160000000e+00,1.1190710631e-05
-6.6120000000e+00,1.1189267181e-05
-6.6080000000e+00,1.1187824033e-05
-6.6040000000e+00,1.1186381186e-05
-6.6000000000e+00,1.1184938641e-05
-6.5960000000e+00,1.1183496397e-05
-6.5920000000e+00,1.1182054455e-05
-6.5880000000e+00,1.1180612813e-05
-6.5840000000e+00,1.1179171473e-05
-6.5800000000e+00,1.1177730434e-05
-6.5760000000e+00,1.1176289696e-05
-6.5720000000e+00,1.1174849259e-05
-6.5680000000e+00,1.1173409123e-05
-6.5640000000e+00,1.1171969288e-05
-6.5600000000e+00,1.1170529753e-05
-6.5560000000e+00,1.1169090519e-05
-6.5520000000e+00,1.1167651585e-05
-6.5480000000e+00,1.1166212952e-05
-6.5440000000e+00,1.1164774620e-05
-6.5400000000e+00,1.1163336587e-05
-6.5360000000e+00,1.1161898855e-05
-6.5320000000e+00,1.1160461423e-05
-6.5280000000e+00,1.1159024291e-05
-6.5240000000e+00,1.1157587460e-05
-6.5200000000e+00,1.1156150928e-05
-6.5160000000e+00,1.1154714696e-05
-6.5120000000e+00,1.1153278763e-05
-6.5080000000e+00,1.1151843131e-05
-6.5040000000e+00,1.1150407798e-05
-6.5000000000e+00,1.1148972764e-05
-6.4960000000e+00,1.1147538030e-05
-6.4920000000e+00,1.1146103595e-05
-6.4880000000e+00,1.1144669460e-05
-6.4840000000e+00,1.1143235624e-05
-6.4800000000e+00,1.1141802087e-05
-6.4760000000e+00,1.1140368849e-05
-6.4720000000e+00,1.1138935910e-05
-6.4680000000e+00,1.1137503270e-05
-6.4640000000e+00,1.1136070929e-05
-6.4600000000e+00,1.1134638887e-05
-6.4560000000e+00,1.1133207143e-05
-6.4520000000e+00,1.1131775698e-05
-6.4480000000e+00,1.1130344552e-05
-6.4440000000e+00,1.1128913704e-05
-6.4400000000e+00,1.1127483154e-05
-6.4360000000e+00,1.1126052903e-05
-6.4320000000e+00,1.1124622949e-05
-6.4280000000e+00,1.1123193294e-05
-6.4240000000e+00,1.1121763938e-05
-6.4200000000e+00,1.1120334879e-05
-6.4160000000e+00,1.1118906118e-05
-6.4120000000e+00,1.1117477655e-05
-6.4080000000e+00,1.1116049489e-05
-6.4040000000e+00,1.1114621622e-05
-6.4000000000e+00,1.1113194051e-05
-6.3960000000e+00,1.1111766779e-05
-6.3920000000e+00,1.1110339804e-05
-6.3880000000e+00,1.1108913126e-05
-6.3840000000e+00,1.1107486746e-05
-6.3800000000e+00,1.1106060663e-05
-6.3760000000e+00,1.1104634877e-05
-6.3720000000e+00,1.1103209388e-05
-6.3680000000e+00,1.1101784196e-05
-6.3640000000e+00,1.1100359301e-05
-6.3600000000e+00,1.1098934703e-05
-6.3560000000e+00,1.1097510401e-05
-6.3520000000e+00,1.1096086397e-05
-6.3480000000e+00,1.1094662689e-05
-6.3440000000e+00,1.1093239277e-05
-6.3400000000e+00,1.1091816162e-05
-6.3360000000e+00,1.1090393343e-05
-6.3320000000e+00,1.1088970821e-05
-6.3280000000e+00,1.1087548595e-05
-6.3240000000e+00,1.1086126665e-05
-6.3200000000e+00,1.1084705031e-05
-6.3160000000e+00,1.1083283693e-05
-6.3120000000e+00,1.1081862651e-05
-6.3080000000e+00,1.1080441905e-05
-6.3040000000e+00,1.1079021455e-05
-6.3000000000e+00,1.1077601300e-05
-6.2960000000e+00,1.1076181441e-05
-6.2920000000e+00,1.1074761878e-05
-6.2880000000e+00,1.1073342610e-05
-6.2840000000e+00,1.1071923638e-05
-6.2800000000e+00,1.1070504960e-05
-6.2760000000e+00,1.1069086578e-05
-6.2720000000e+00,1.1067668492e-05
-6.2680000000e+00,1.1066250700e-05
-6.2640000000e+00,1.1064833203e-05
-6.2600000000e+00,1.1063416001e-05
-6.2560000000e+00,1.1061999095e-05
-6.2520000000e+00,1.1060582482e-05
-6.2480000000e+00,1.1059166165e-05
-6.2440000000e+00,1.1057750142e-05
-6.2400000000e+00,1.1056334414e-05
-6.2360000000e+00,1.1054918981e-05
-6.2320000000e+00,1.1053503841e-05
-6.2280000000e+00,1.1052088996e-05
-6.2240000000e+00,1.1050674446e-05
-6.2200000000e+00,1.1049260189e-05
-6.2160000000e+00,1.1047846227e-05
-6.2120000000e+00,1.1046432559e-05
-6.2080000000e+00,1.1045019184e-05
-6.2040000000e+00,1.1043606104e-05
-6.2000000000e+00,1.1042193317e-05
-6.1960000000e+00,1.1040780824e-05
-6.1920000000e+00,1.1039368625e-05
-6.1880000000e+00,1.1037956719e-05
-6.1840000000e+00,1.1036545107e-05
-6.1800000000e+00,1.1035133788e-05
-6.1760000000e+00,1.1033722763e-05
-6.1720000000e+00,1.1032312031e-05
-6.1680000000e+00,1.1030901592e-05
-6.1640000000e+00,1.1029491446e-05
-6.1600000000e+00,1.1028081593e-05
-6.1560000000e+00,1.1026672033e-05
-6.1520000000e+00,1.1025262766e-05
-6.1480000000e+00,1.1023853792e-05
-6.1440000000e+00,1.1022445111e-05
-6.1400000000e+00,1.1021036722e-05
-6.1360000000e+00,1.1019628626e-05
-6.1320000000e+00,1.1018220823e-05
-6.1280000000e+00,1.1016813312e-05
-6.1240000000e+00,1.1015406093e-05
-6.1200000000e+00,1.1013999167e-05
-6.1160000000e+00,1.1012592533e-05
-6.1120000000e+00,1.1011186191e-05
-6.1080000000e+00,1.1009780141e-05
-6.1040000000e+00,1.1008374383e-05
-6.1000000000e+00,1.1006968917e-05
-6.0960000000e+00,1.1005563743e-05
-6.0920000000e+00,1.1004158860e-05
-6.0880000000e+00,1.1002754270e-05
-6.0840000000e+00,1.1001349971e-05
-6.0800000000e+00,1.0999945963e-05
-6.0760000000e+00,1.0998542247e-05
-6.0720000000e+00,1.0997138822e-05
-6.0680000000e+00,1.0995735689e-05
-6.0640000000e+00,1.0994332847e-05
-6.0600000000e+00,1.0992930296e-05
-6.0560000000e+00,1.0991528037e-05
-6.0520000000e+00,1.0990126068e-05
-6.0480000000e+00,1.0988724390e-05
-6.0440000000e+00,1.0987323003e-05
-6.0400000000e+00,1.0985921907e-05
-6.0360000000e+00,1.0984521102e-05
-6.0320000000e+00,1.0983120587e-05
-6.0280000000e+00,1.0981720363e-05
-6.0240000000e+00,1.0980320429e-05
-6.0200000000e+00,1.0978920786e-05
-6.0160000000e+00,1.0977521433e-05
-6.0120000000e+00,1.0976122371e-05
-6.0080000000e+00,1.0974723598e-05
-6.0040000000e+00,1.0973325116e-05
-6.0000000000e+00,1.0971926924e-05
-5.9960000000e+00,1.0970529022e-05
-5.9920000000e+00,1.0969131409e-05
-5.9880000000e+00,1.0967734087e-05
-5.9840000000e+00,1.0966337054e-05
-5.9800000000e+00,1.0964940311e-05
-5.9760000000e+00,1.0963543858e-05
-5.9720000000e+00,1.0962147694e-05
-5.9680000000e+00,1.0960751820e-05
-5.9640000000e+00,1.0959356235e-05
-5.9600000000e+00,1.0957960939e-05
-5.9560000000e+00,1.0956565933e-05
-5.9520000000e+00,1.0955171215e-05
-5.9480000000e+00,1.0953776787e-05
-5.9440000000e+00,1.0952382648e-05
-5.9400000000e+00,1.0950988798e-05
-5.9360000000e+00,1.0949595236e-05
-5.9320000000e+00,1.0948201964e-05
-5.9280000000e+00,1.0946808980e-05
-5.9240000000e+00,1.0945416285e-05
-5.9200000000e+00,1.0944023878e-05
-5.9160000000e+00,1.0942631760e-05
-5.9120000000e+00,1.0941239931e-05
-5.9080000000e+00,1.0939848389e-05
-5.9040000000e+00,1.0938457136e-05
-5.9000000000e+00,1.0937066171e-05
-5.8960000000e+00,1.0935675495e-05
-5.8920000000e+00,1.0934285106e-05
-5.8880000000e+00,1.0932895005e-05
-5.8840000000e+00,1.0931505193e-05
-5.8800000000e+00,1.0930115668e-05
-5.8760000000e+00,1.0928726430e-05
-5.8720000000e+00,1.0927337481e-05
-5.8680000000e+00,1.0925948819e-05
-5.8640000000e+00,1.0924560445e-05
-5.8600000000e+00,1.0923172358e-05
-5.8560000000e+00,1.0921784558e-05
-5.8520000000e+00,1.0920397046e-05
-5.8480000000e+00,1.0919009821e-05
-5.8440000000e+00,1.0917622884e-05
-5.8400000000e+00,1.0916236233e-05
-5.8360000000e+00,1.0914849869e-05
-5.8320000000e+00,1.0913463793e-05
-5.8280000000e+00,1.0912078003e-05
-5.8240000000e+00,1.0910692500e-05
-5.8200000000e+00,1.0909307284e-05
-5.8160000000e+00,1.0907922354e-05
-5.8120000000e+00,1.0906537711e-05
-5.8080000000e+00,1.0905153355e-05
-5.8040000000e+00,1.0903769285e-05
-5.8000000000e+00,1.0902385501e-05
-5.7960000000e+00,1.0901002004e-05
-5.7920000000e+00,1.0899618793e-05
-5.7880000000e+00,1.0898235867e-05
-5.7840000000e+00,1.0896853229e-05
-5.7800000000e+00,1.0895470876e-05
-5.7760000000e+00,1.0894088809e-05
-5.7720000000e+00,1.0892707027e-05
-5.7680000000e+00,1.0891325532e-05
-5.7640000000e+00,1.0889944322e-05
-5.7600000000e+00,1.0888563398e-05
-5.7560000000e+00,1.0887182760e-05
-5.7520000000e+00,1.0885802407e-05
-5.7480000000e+00,1.0884422339e-05
-5.7440000000e+00,1.0883042557e-05
-5.7400000000e+00,1.0881663060e-05
-5.7360000000e+00,1.0880283848e-05
-5.7320000000e+00,1.0878904921e-05
-5.7280000000e+00,1.0877526280e-05
-5.7240000000e+00,1.0876147923e-05
-5.7200000000e+00,1.0874769851e-05
-5.7160000000e+00,1.0873392065e-05
-5.7120000000e+00,1.0872014562e-05
-5.7080000000e+00,1.0870637345e-05
-5.7040000000e+00,1.0869260412e-05
-5.7000000000e+00,1.0867883764e-05
-5.6960000000e+00,1.0866507400e-05
-5.6920000000e+00,1.0865131320e-05
-5.6880000000e+00,1.0863755525e-05
-5.6840000000e+00,1.0862380014e-05
-5.6800000000e+00,1.0861004788e-05
-5.6760000000e+00,1.0859629845e-05
-5.6720000000e+00,1.0858255186e-05
-5.6680000000e+00,1.0856880812e-05
-5.6640000000e+00,1.0855506721e-05
-5.6600000000e+00,1.0854132914e-05
-5.6560000000e+00,1.0852759391e-05
-5.6520000000e+00,1.0851386151e-05
-5.6480000000e+00,1.0850013195e-05
-5.6440000000e+00,1.0848640523e-05
-5.6400000000e+00,1.0847268134e-05
-5.6360000000e+00,1.0845896029e-05
-5.6320000000e+00,1.0844524206e-05
-5.6280000000e+00,1.0843152667e-05
-5.6240000000e+00,1.0841781411e-05
-5.6200000000e+00,1.0840410439e-05
-5.6160000000e+00,1.0839039749e-05
-5.6120000000e+00,1.0837669342e-05
-5.6080000000e+00,1.0836299218e-05
-5.6040000000e+00,1.0834929377e-05
-5.6000000000e+00,1.0833559818e-05
-5.5960000000e+00,1.0832190543e-05
-5.5920000000e+00,1.0830821549e-05
-5.5880000000e+00,1.0829452839e-05
-5.5840000000e+00,1.0828084411e-05
-5.5800000000e+00,1.0826716265e-05
-5.5760000000e+00,1.0825348401e-05
-5.5720000000e+00,1.0823980820e-05
-5.5680000000e+00,1.0822613520e-05
-5.5640000000e+00,1.0821246503e-05
-5.5600000000e+00,1.0819879768e-05
-5.5560000000e+00,1.0818513315e-05
-5.5520000000e+00,1.0817147144e-05
-5.5480000000e+00,1.0815781254e-05
-5.5440000000e+00,1.0814415646e-05
-5.5400000000e+00,1.0813050320e-05
-5.5360000000e+00,1.0811685275e-05
-5.5320000000e+00,1.0810320512e-05
-5.5280000000e+00,1.0808956031e-05
-5.5240000000e+00,1.0807591830e-05
-5.5200000000e+00,1.0806227911e-05
-5.5160000000e+00,1.0804864274e-05
-5.5120000000e+00,1.0803500917e-05
-5.5080000000e+00,1.0802137841e-05
-5.5040000000e+00,1.0800775047e-05
-5.5000000000e+00,1.0799412533e-05
-5.4960000000e+00,1.0798050300e-05
-5.4920000000e+00,1.0796688348e-05
-5.4880000000e+00,1.0795326677e-05
-5.4840000000e+00,1.0793965286e-05
-5.4800000000e+00,1.0792604176e-05
-5.4760000000e+00,1.0791243346e-05
-5.4720000000e+00,1.0789882797e-05
-5.4680000000e+00,1.0788522528e-05
-5.4640000000e+00,1.0787162540e-05
-5.4600000000e+00,1.0785802832e-05
-5.4560000000e+00,1.0784443403e-05
-5.4520000000e+00,1.0783084255e-05
-5.4480000000e+00,1.0781725387e-05
-5.4440000000e+00,1.0780366799e-05
-5.4400000000e+00,1.0779008491e-05
-5.4360000000e+00,1.0777650462e-05
-5.4320000000e+00,1.0776292713e-05
-5.4280000000e+00,1.0774935244e-05
-5.4240000000e+00,1.0773578054e-05
-5.4200000000e+00,1.0772221144e-05
-5.4160000000e+00,1.0770864514e-05
-5.4120000000e+00,1.0769508162e-05
-5.4080000000e+00,1.0768152090e-05
-5.4040000000e+00,1.0766796297e-05
-5.4000000000e+00,1.0765440784e-05
-5.3960000000e+00,1.0764085549e-05
-5.3920000000e+00,1.0762730593e-05
-5.3880000000e+00,1.0761375917e-05
-5.3840000000e+00,1.0760021519e-05
-5.3800000000e+00,1.0758667400e-05
-5.3760000000e+00,1.0757313560e-05
-5.3720000000e+00,1.0755959998e-05
-5.3680000000e+00,1.0754606715e-05
-5.3640000000e+00,1.0753253710e-05
-5.3600000000e+00,1.0751900984e-05
-5.3560000000e+00,1.0750548536e-05
-5.3520000000e+00,1.0749196367e-05
-5.3480000000e+00,1.0747844475e-05
-5.3440000000e+00,1.0746492862e-05
-5.3400000000e+00,1.0745141527e-05
-5.3360000000e+00,1.0743790470e-05
-5.3320000000e+00,1.0742439691e-05
-5.3280000000e+00,1.0741089190e-05
-5.3240000000e+00,1.0739738966e-05
-5.3200000000e+00,1.0738389021e-05
-5.3160000000e+00,1.0737039352e-05
-5.3120000000e+00,1.0735689962e-05
-5.3080000000e+00,1.0734340849e-05
-5.3040000000e+00,1.0732992013e-05
-5.3000000000e+00,1.0731643455e-05
-5.2960000000e+00,1.0730295174e-05
-5.2920000000e+00,1.0728947171e-05
-5.2880000000e+00,1.0727599444e-05
-5.2840000000e+00,1.0726251995e-05
-5.2800000000e+00,1.0724904822e-05
-5.2760000000e+00,1.0723557927e-05
-5.2720000000e+00,1.0722211309e-05
-5.2680000000e+00,1.0720864967e-05
-5.2640000000e+00,1.0719518902e-05
-5.2600000000e+00,1.0718173113e-05
-5.2560000000e+00,1.0716827602e-05
-5.2520000000e+00,1.0715482366e-05
-5.2480000000e+00,1.0714137408e-05
-5.2440000000e+00,1.0712792725e-05
-5.2400000000e+00,1.0711448319e-05
-5.2360000000e+00,1.0710104189e-05
-5.2320000000e+00,1.0708760336e-05
-5.2280000000e+00,1.0707416758e-05
-5.2240000000e+00,1.0706073457e-05
-5.2200000000e+00,1.0704730431e-05
-5.2160000000e+00,1.0703387682e-05
-5.2120000000e+00,1.0702045208e-05
-5.2080000000e+00,1.0700703010e-05
-5.2040000000e+00,1.0699361087e-05
-5.2000000000e+00,1.0698019441e-05
-5.1960000000e+00,1.0696678069e-05
-5.1920000000e+00,1.0695336974e-05
-5.1880000000e+00,1.0693996153e-05
-5.1840000000e+00,1.0692655608e-05
-5.1800000000e+00,1.0691315339e-05
-5.1760000000e+00,1.0689975344e-05
-5.1720000000e+00,1.0688635625e-05
-5.1680000000e+00,1.0687296180e-05
-5.1640000000e+00,1.0685957011e-05
-5.1600000000e+00,1.0684618116e-05
-5.1560000000e+00,1.0683279497e-05
-5.1520000000e+00,1.0681941152e-05
-5.1480000000e+00,1.0680603082e-05
-5.1440000000e+00,1.0679265286e-05
-5.1400000000e+00,1.0677927765e-05
-5.1360000000e+00,1.0676590519e-05
-5.1320000000e+00,1.0675253547e-05
-5.1280000000e+00,1.0673916849e-05
-5.1240000000e+00,1.0672580425e-05
-5.1200000000e+00,1.0671244276e-05
-5.1160000000e+00,1.0669908401e-05
-5.1120000000e+00,1.0668572800e-05
-5.1080000000e+00,1.0667237473e-05
-5.1040000000e+00,1.0665902420e-05
-5.1000000000e+00,1.0664567641e-05
-5.0960000000e+00,1.0663233136e-05
-5.0920000000e+00,1.0661898904e-05
-5.0880000000e+00,1.0660564946e-05
-5.0840000000e+00,1.0659231262e-05
-5.0800000000e+00,1.0657897851e-05
-5.0760000000e+00,1.0656564713e-05
-5.0720000000e+00,1.0655231849e-05
-5.0680000000e+00,1.0653899259e-05
-5.0640000000e+00,1.0652566941e-05
-5.0600000000e+00,1.0651234897e-05
-5.0560000000e+00,1.0649903126e-05
-5.0520000000e+00,1.0648571628e-05
-5.0480000000e+00,1.0647240402e-05
-5.0440000000e+00,1.0645909450e-05
-5.0400000000e+00,1.0644578771e-05
-5.0360000000e+00,1.0643248364e-05
-5.0320000000e+00,1.0641918230e-05
-5.0280000000e+00,1.0640588369e-05
-5.0240000000e+00,1.0639258780e-05
-5.0200000000e+00,1.0637929463e-05
-5.0160000000e+00,1.0636600419e-05
-5.0120000000e+00,1.0635271648e-05
-5.0080000000e+00,1.0633943148e-05
-5.0040000000e+00,1.0632614921e-05
-5.0000000000e+00,1.0631286966e-05
-4.9960000000e+00,1.0629959283e-05
-4.9920000000e+00,1.0628631872e-05
-4.9880000000e+00,1.0627304733e-05
-4.9840000000e+00,1.0625977866e-05
-4.9800000000e+00,1.0624651271e-05
-4.9760000000e+00,1.0623324947e-05
-4.9720000000e+00,1.0621998895e-05
-4.9680000000e+00,1.0620673115e-05
-4.9640000000e+00,1.0619347606e-05
-4.9600000000e+00,1.0618022368e-05
-4.9560000000e+00,1.0616697402e-05
-4.9520000000e+00,1.0615372708e-05
-4.9480000000e+00,1.0614048284e-05
-4.9440000000e+00,1.0612724132e-05
-4.9400000000e+00,1.0611400250e-05
-4.9360000000e+00,1.0610076640e-05
-4.9320000000e+00,1.0608753301e-05
-4.9280000000e+00,1.0607430233e-05
-4.9240000000e+00,1.0606107435e-05
-4.9200000000e+00,1.0604784908e-05
-4.9160000000e+00,1.0603462652e-05
-4.9120000000e+00,1.0602140667e-05
-4.9080000000e+00,1.0600818952e-05
-4.9040000000e+00,1.0599497508e-05
-4.9000000000e+00,1.0598176334e-05
-4.8960000000e+00,1.0596855430e-05
-4.8920000000e+00,1.0595534797e-05
-4.8880000000e+00,1.0594214433e-05
-4.8840000000e+00,1.0592894340e-05
-4.8800000000e+00,1.0591574517e-05
-4.8760000000e+00,1.0590254964e-05
-4.8720000000e+00,1.0588935681e-05
-4.8680000000e+00,1.0587616668e-05
-4.8640000000e+00,1.0586297925e-05
-4.8600000000e+00,1.0584979451e-05
-4.8560000000e+00,1.0583661247e-05
-4.8520000000e+00,1.0582343313e-05
-4.8480000000e+00,1.0581025648e-05
-4.8440000000e+00,1.0579708253e-05
-4.8400000000e+00,1.0578391127e-05
-4.8360000000e+00,1.0577074270e-05
-4.8320000000e+00,1.0575757683e-05
-4.8280000000e+00,1.0574441365e-05
-4.8240000000e+00,1.0573125316e-05
-4.8200000000e+00,1.0571809536e-05
-4.8160000000e+00,1.0570494025e-05
-4.8120000000e+00,1.0569178782e-05
-4.8080000000e+00,1.0567863809e-05
-4.8040000000e+00,1.0566549105e-05
-4.8000000000e+00,1.0565234669e-05
-4.7960000000e+00,1.0563920502e-05
-4.7920000000e+00,1.0562606603e-05
-4.7880000000e+00,1.0561292973e-05
-4.7840000000e+00,1.0559979611e-05
-4.7800000000e+00,1.0558666518e-05
-4.7760000000e+00,1.0557353693e-05
-4.7720000000e+00,1.0556041136e-05
-4.7680000000e+00,1.0554728848e-05
-4.7640000000e+00,1.0553416827e-05
-4.7600000000e+00,1.0552105075e-05
-4.7560000000e+00,1.0550793590e-05
-4.7520000000e+00,1.0549482374e-05
-4.7480000000e+00,1.0548171425e-05
-4.7440000000e+00,1.0546860744e-05
-4.7400000000e+00,1.0545550331e-05
-4.7360000000e+00,1.0544240185e-05
-4.7320000000e+00,1.0542930307e-05
-4.7280000000e+00,1.0541620696e-05
-4.7240000000e+00,1.0540311353e-05
-4.7200000000e+00,1.0539002277e-05
-4.7160000000e+00,1.0537693469e-05
-4.7120000000e+00,1.0536384927e-05
