N,w_ent
-7.4640000000e+00,-9.8906613238e-01
-7.4600000000e+00,-9.8906700706e-01
-7.4560000000e+00,-9.8906788166e-01
-7.4520000000e+00,-9.8906875620e-01
-7.4480000000e+00,-9.8906963066e-01
-7.4440000000e+00,-9.8907050505e-01
-7.4400000000e+00,-9.8907137938e-01
-7.4360000000e+00,-9.8907225363e-01
-7.4320000000e+00,-9.8907312782e-01
-7.4280000000e+00,-9.8907400193e-01
-7.4240000000e+00,-9.8907487598e-01
-7.4200000000e+00,-9.8907574995e-01
-7.4160000000e+00,-9.8907662386e-01
-7.4120000000e+00,-9.8907749769e-01
-7.4080000000e+00,-9.8907837146e-01
-7.4040000000e+00,-9.8907924515e-01
-7.4000000000e+00,-9.8908011878e-01
-7.3960000000e+00,-9.8908099234e-01
-7.3920000000e+00,-9.8908186582e-01
-7.3880000000e+00,-9.8908273924e-01
-7.3840000000e+00,-9.8908361258e-01
-7.3800000000e+00,-9.8908448586e-01
-7.3760000000e+00,-9.8908535906e-01
-7.3720000000e+00,-9.8908623220e-01
-7.3680000000e+00,-9.8908710527e-01
-7.3640000000e+00,-9.8908797826e-01
-7.3600000000e+00,-9.8908885119e-01
-7.3560000000e+00,-9.8908972405e-01
-7.3520000000e+00,-9.8909059684e-01
-7.3480000000e+00,-9.8909146955e-01
-7.3440000000e+00,-9.8909234220e-01
-7.3400000000e+00,-9.8909321478e-01
-7.3360000000e+00,-9.8909408729e-01
-7.3320000000e+00,-9.8909495972e-01
-7.3280000000e+00,-9.8909583209e-01
-7.3240000000e+00,-9.8909670439e-01
-7.3200000000e+00,-9.8909757662e-01
-7.3160000000e+00,-9.8909844878e-01
-7.3120000000e+00,-9.8909932087e-01
-7.3080000000e+00,-9.8910019289e-01
-7.3040000000e+00,-9.8910106484e-01
-7.3000000000e+00,-9.8910193672e-01
-7.2960000000e+00,-9.8910280853e-01
-7.2920000000e+00,-9.8910368027e-01
-7.2880000000e+00,-9.8910455194e-01
-7.2840000000e+00,-9.8910542354e-01
-7.2800000000e+00,-9.8910629507e-01
-7.2760000000e+00,-9.8910716653e-01
-7.2720000000e+00,-9.8910803792e-01
-7.2680000000e+00,-9.8910890925e-01
-7.2640000000e+00,-9.8910978050e-01
-7.2600000000e+00,-9.8911065168e-01
-7.2560000000e+00,-9.8911152279e-01
-7.2520000000e+00,-9.8911239384e-01
-7.2480000000e+00,-9.8911326481e-01
-7.2440000000e+00,-9.8911413572e-01
-7.2400000000e+00,-9.8911500655e-01
-7.2360000000e+00,-9.8911587731e-01
-7.2320000000e+00,-9.8911674801e-01
-7.2280000000e+00,-9.8911761863e-01
-7.2240000000e+00,-9.8911848919e-01
-7.2200000000e+00,-9.8911935968e-01
-7.2160000000e+00,-9.8912023009e-01
-7.2120000000e+00,-9.8912110044e-01
-7.2080000000e+00,-9.8912197072e-01
-7.2040000000e+00,-9.8912284092e-01
-7.2000000000e+00,-9.8912371106e-01
-7.1960000000e+00,-9.8912458113e-01
-7.1920000000e+00,-9.8912545113e-01
-7.1880000000e+00,-9.8912632106e-01
-7.1840000000e+00,-9.8912719092e-01
-7.1800000000e+00,-9.8912806071e-01
-7.1760000000e+00,-9.8912893043e-01
-7.1720000000e+00,-9.8912980008e-01
-7.1680000000e+00,-9.8913066966e-01
-7.1640000000e+00,-9.8913153917e-01
-7.1600000000e+00,-9.8913240861e-01
-7.1560000000e+00,-9.8913327799e-01
-7.1520000000e+00,-9.8913414729e-01
-7.1480000000e+00,-9.8913501652e-01
-7.1440000000e+00,-9.8913588569e-01
-7.1400000000e+00,-9.8913675478e-01
-7.1360000000e+00,-9.8913762381e-01
-7.1320000000e+00,-9.8913849276e-01
-7.1280000000e+00,-9.8913936165e-01
-7.1240000000e+00,-9.8914023046e-01
-7.1200000000e+00,-9.8914109921e-01
-7.1160000000e+00,-9.8914196789e-01
-7.1120000000e+00,-9.8914283650e-01
-7.1080000000e+00,-9.8914370503e-01
-7.1040000000e+00,-9.8914457350e-01
-7.1000000000e+00,-9.8914544190e-01
-7.0960000000e+00,-9.8914631023e-01
-7.0920000000e+00,-9.8914717849e-01
-7.0880000000e+00,-9.8914804668e-01
-7.0840000000e+00,-9.8914891480e-01
-7.0800000000e+00,-9.8914978286e-01
-7.0760000000e+00,-9.8915065084e-01
-7.0720000000e+00,-9.8915151875e-01
-7.0680000000e+00,-9.8915238660e-01
-7.0640000000e+00,-9.8915325437e-01
-7.0600000000e+00,-9.8915412208e-01
-7.0560000000e+00,-9.8915498971e-01
-7.0520000000e+00,-9.8915585728e-01
-7.0480000000e+00,-9.8915672477e-01
-7.0440000000e+00,-9.8915759220e-01
-7.0400000000e+00,-9.8915845956e-01
-7.0360000000e+00,-9.8915932685e-01
-7.0320000000e+00,-9.8916019407e-01
-7.0280000000e+00,-9.8916106122e-01
-7.0240000000e+00,-9.8916192830e-01
-7.0200000000e+00,-9.8916279531e-01
-7.0160000000e+00,-9.8916366225e-01
-7.0120000000e+00,-9.8916452912e-01
-7.0080000000e+00,-9.8916539593e-01
-7.0040000000e+00,-9.8916626266e-01
-7.0000000000e+00,-9.8916712932e-01
-6.9960000000e+00,-9.8916799592e-01
-6.9920000000e+00,-9.8916886244e-01
-6.9880000000e+00,-9.8916972890e-01
-6.9840000000e+00,-9.8917059529e-01
-6.9800000000e+00,-9.8917146161e-01
-6.9760000000e+00,-9.8917232785e-01
-6.9720000000e+00,-9.8917319403e-01
-6.9680000000e+00,-9.8917406014e-01
-6.9640000000e+00,-9.8917492618e-01
-6.9600000000e+00,-9.8917579215e-01
-6.9560000000e+00,-9.8917665806e-01
-6.9520000000e+00,-9.8917752389e-01
-6.9480000000e+00,-9.8917838965e-01
-6.9440000000e+00,-9.8917925535e-01
-6.9400000000e+00,-9.8918012097e-01
-6.9360000000e+00,-9.8918098653e-01
-6.9320000000e+00,-9.8918185201e-01
-6.9280000000e+00,-9.8918271743e-01
-6.9240000000e+00,-9.8918358278e-01
-6.9200000000e+00,-9.8918444806e-01
-6.9160000000e+00,-9.8918531327e-01
-6.9120000000e+00,-9.8918617841e-01
-6.9080000000e+00,-9.8918704348e-01
-6.9040000000e+00,-9.8918790848e-01
-6.9000000000e+00,-9.8918877341e-01
-6.8960000000e+00,-9.8918963828e-01
-6.8920000000e+00,-9.8919050307e-01
-6.8880000000e+00,-9.8919136780e-01
-6.8840000000e+00,-9.8919223245e-01
-6.8800000000e+00,-9.8919309704e-01
-6.8760000000e+00,-9.8919396156e-01
-6.8720000000e+00,-9.8919482601e-01
-6.8680000000e+00,-9.8919569038e-01
-6.8640000000e+00,-9.8919655469e-01
-6.8600000000e+00,-9.8919741894e-01
-6.8560000000e+00,-9.8919828311e-01
-6.8520000000e+00,-9.8919914721e-01
-6.8480000000e+00,-9.8920001124e-01
-6.8440000000e+00,-9.8920087521e-01
-6.8400000000e+00,-9.8920173910e-01
-6.8360000000e+00,-9.8920260293e-01
-6.8320000000e+00,-9.8920346669e-01
-6.8280000000e+00,-9.8920433038e-01
-6.8240000000e+00,-9.8920519399e-01
-6.8200000000e+00,-9.8920605754e-01
-6.8160000000e+00,-9.8920692103e-01
-6.8120000000e+00,-9.8920778444e-01
-6.8080000000e+00,-9.8920864778e-01
-6.8040000000e+00,-9.8920951105e-01
-6.8000000000e+00,-9.8921037426e-01
-6.7960000000e+00,-9.8921123739e-01
-6.7920000000e+00,-9.8921210046e-01
-6.7880000000e+00,-9.8921296346e-01
-6.7840000000e+00,-9.8921382639e-01
-6.7800000000e+00,-9.8921468925e-01
-6.7760000000e+00,-9.8921555204e-01
-6.7720000000e+00,-9.8921641476e-01
-6.7680000000e+00,-9.8921727741e-01
-6.7640000000e+00,-9.8921813999e-01
-6.7600000000e+00,-9.8921900251e-01
-6.7560000000e+00,-9.8921986495e-01
-6.7520000000e+00,-9.8922072733e-01
-6.7480000000e+00,-9.8922158964e-01
-6.7440000000e+00,-9.8922245187e-01
-6.7400000000e+00,-9.8922331404e-01
-6.7360000000e+00,-9.8922417614e-01
-6.7320000000e+00,-9.8922503818e-01
-6.7280000000e+00,-9.8922590014e-01
-6.7240000000e+00,-9.8922676203e-01
-6.7200000000e+00,-9.8922762386e-01
-6.7160000000e+00,-9.8922848561e-01
-6.7120000000e+00,-9.8922934730e-01
-6.7080000000e+00,-9.8923020892e-01
-6.7040000000e+00,-9.8923107047e-01
-6.7000000000e+00,-9.8923193195e-01
-6.6960000000e+00,-9.8923279336e-01
-6.6920000000e+00,-9.8923365470e-01
-6.6880000000e+00,-9.8923451597e-01
-6.6840000000e+00,-9.8923537718e-01
-6.6800000000e+00,-9.8923623831e-01
-6.6760000000e+00,-9.8923709938e-01
-6.6720000000e+00,-9.8923796038e-01
-6.6680000000e+00,-9.8923882130e-01
-6.6640000000e+00,-9.8923968216e-01
-6.6600000000e+00,-9.8924054295e-01
-6.6560000000e+00,-9.8924140368e-01
-6.6520000000e+00,-9.8924226433e-01
-6.6480000000e+00,-9.8924312491e-01
-6.6440000000e+00,-9.8924398543e-01
-6.6400000000e+00,-9.8924484588e-01
-6.6360000000e+00,-9.8924570625e-01
-6.6320000000e+00,-9.8924656656e-01
-6.6280000000e+00,-9.8924742680e-01
-6.6240000000e+00,-9.8924828698e-01
-6.6200000000e+00,-9.8924914708e-01
-6.6160000000e+00,-9.8925000711e-01
-6.6120000000e+00,-9.8925086708e-01
-6.6080000000e+00,-9.8925172697e-01
-6.6040000000e+00,-9.8925258680e-01
-6.6000000000e+00,-9.8925344656e-01
-6.5960000000e+00,-9.8925430625e-01
-6.5920000000e+00,-9.8925516587e-01
-6.5880000000e+00,-9.8925602542e-01
-6.5840000000e+00,-9.8925688491e-01
-6.5800000000e+00,-9.8925774432e-01
-6.5760000000e+00,-9.8925860367e-01
-6.5720000000e+00,-9.8925946294e-01
-6.5680000000e+00,-9.8926032215e-01
-6.5640000000e+00,-9.8926118129e-01
-6.5600000000e+00,-9.8926204036e-01
-6.5560000000e+00,-9.8926289937e-01
-6.5520000000e+00,-9.8926375830e-01
-6.5480000000e+00,-9.8926461717e-01
-6.5440000000e+00,-9.8926547596e-01
-6.5400000000e+00,-9.8926633469e-01
-6.5360000000e+00,-9.8926719335e-01
-6.5320000000e+00,-9.8926805194e-01
-6.5280000000e+00,-9.8926891046e-01
-6.5240000000e+00,-9.8926976891e-01
-6.5200000000e+00,-9.8927062730e-01
-6.5160000000e+00,-9.8927148561e-01
-6.5120000000e+00,-9.8927234386e-01
-6.5080000000e+00,-9.8927320204e-01
-6.5040000000e+00,-9.8927406015e-01
-6.5000000000e+00,-9.8927491819e-01
-6.4960000000e+00,-9.8927577616e-01
-6.4920000000e+00,-9.8927663406e-01
-6.4880000000e+00,-9.8927749190e-01
-6.4840000000e+00,-9.8927834966e-01
-6.4800000000e+00,-9.8927920736e-01
-6.4760000000e+00,-9.8928006499e-01
-6.4720000000e+00,-9.8928092255e-01
-6.4680000000e+00,-9.8928178004e-01
-6.4640000000e+00,-9.8928263747e-01
-6.4600000000e+00,-9.8928349482e-01
-6.4560000000e+00,-9.8928435211e-01
-6.4520000000e+00,-9.8928520933e-01
-6.4480000000e+00,-9.8928606647e-01
-6.4440000000e+00,-9.8928692355e-01
-6.4400000000e+00,-9.8928778057e-01
-6.4360000000e+00,-9.8928863751e-01
-6.4320000000e+00,-9.8928949438e-01
-6.4280000000e+00,-9.8929035119e-01
-6.4240000000e+00,-9.8929120793e-01
-6.4200000000e+00,-9.8929206460e-01
-6.4160000000e+00,-9.8929292120e-01
-6.4120000000e+00,-9.8929377773e-01
-6.4080000000e+00,-9.8929463419e-01
-6.4040000000e+00,-9.8929549059e-01
-6.4000000000e+00,-9.8929634692e-01
-6.3960000000e+00,-9.8929720317e-01
-6.3920000000e+00,-9.8929805936e-01
-6.3880000000e+00,-9.8929891548e-01
-6.3840000000e+00,-9.8929977154e-01
-6.3800000000e+00,-9.8930062752e-01
-6.3760000000e+00,-9.8930148344e-01
-6.3720000000e+00,-9.8930233928e-01
-6.3680000000e+00,-9.8930319506e-01
-6.3640000000e+00,-9.8930405077e-01
-6.3600000000e+00,-9.8930490641e-01
-6.3560000000e+00,-9.8930576199e-01
-6.3520000000e+00,-9.8930661749e-01
-6.3480000000e+00,-9.8930747293e-01
-6.3440000000e+00,-9.8930832830e-01
-6.3400000000e+00,-9.8930918360e-01
-6.3360000000e+00,-9.8931003883e-01
-6.3320000000e+00,-9.8931089399e-01
-6.3280000000e+00,-9.8931174908e-01
-6.3240000000e+00,-9.8931260411e-01
-6.3200000000e+00,-9.8931345907e-01
-6.3160000000e+00,-9.8931431396e-01
-6.3120000000e+00,-9.8931516878e-01
-6.3080000000e+00,-9.8931602353e-01
-6.3040000000e+00,-9.8931687821e-01
-6.3000000000e+00,-9.8931773283e-01
-6.2960000000e+00,-9.8931858738e-01
-6.2920000000e+00,-9.8931944185e-01
-6.2880000000e+00,-9.8932029626e-01
-6.2840000000e+00,-9.8932115061e-01
-6.2800000000e+00,-9.8932200488e-01
-6.2760000000e+00,-9.8932285909e-01
-6.2720000000e+00,-9.8932371322e-01
-6.2680000000e+00,-9.8932456729e-01
-6.2640000000e+00,-9.8932542129e-01
-6.2600000000e+00,-9.8932627522e-01
-6.2560000000e+00,-9.8932712909e-01
-6.2520000000e+00,-9.8932798288e-01
-6.2480000000e+00,-9.8932883661e-01
-6.2440000000e+00,-9.8932969027e-01
-6.2400000000e+00,-9.8933054386e-01
-6.2360000000e+00,-9.8933139738e-01
-6.2320000000e+00,-9.8933225084e-01
-6.2280000000e+00,-9.8933310422e-01
-6.2240000000e+00,-9.8933395754e-01
-6.2200000000e+00,-9.8933481079e-01
-6.2160000000e+00,-9.8933566397e-01
-6.2120000000e+00,-9.8933651708e-01
-6.2080000000e+00,-9.8933737013e-01
-6.2040000000e+00,-9.8933822310e-01
-6.2000000000e+00,-9.8933907601e-01
-6.1960000000e+00,-9.8933992885e-01
-6.1920000000e+00,-9.8934078162e-01
-6.1880000000e+00,-9.8934163433e-01
-6.1840000000e+00,-9.8934248696e-01
-6.1800000000e+00,-9.8934333953e-01
-6.1760000000e+00,-9.8934419203e-01
-6.1720000000e+00,-9.8934504446e-01
-6.1680000000e+00,-9.8934589682e-01
-6.1640000000e+00,-9.8934674912e-01
-6.1600000000e+00,-9.8934760134e-01
-6.1560000000e+00,-9.8934845350e-01
-6.1520000000e+00,-9.8934930559e-01
-6.1480000000e+00,-9.8935015761e-01
-6.1440000000e+00,-9.8935100956e-01
-6.1400000000e+00,-9.8935186145e-01
-6.1360000000e+00,-9.8935271327e-01
-6.1320000000e+00,-9.8935356501e-01
-6.1280000000e+00,-9.8935441669e-01
-6.1240000000e+00,-9.8935526831e-01
-6.1200000000e+00,-9.8935611985e-01
-6.1160000000e+00,-9.8935697133e-01
-6.1120000000e+00,-9.8935782274e-01
-6.1080000000e+00,-9.8935867408e-01
-6.1040000000e+00,-9.8935952535e-01
-6.1000000000e+00,-9.8936037655e-01
-6.0960000000e+00,-9.8936122769e-01
-6.0920000000e+00,-9.8936207876e-01
-6.0880000000e+00,-9.8936292976e-01
-6.0840000000e+00,-9.8936378069e-01
-6.0800000000e+00,-9.8936463155e-01
-6.0760000000e+00,-9.8936548235e-01
-6.0720000000e+00,-9.8936633307e-01
-6.0680000000e+00,-9.8936718373e-01
-6.0640000000e+00,-9.8936803432e-01
-6.0600000000e+00,-9.8936888485e-01
-6.0560000000e+00,-9.8936973530e-01
-6.0520000000e+00,-9.8937058569e-01
-6.0480000000e+00,-9.8937143601e-01
-6.0440000000e+00,-9.8937228626e-01
-6.0400000000e+00,-9.8937313644e-01
-6.0360000000e+00,-9.8937398656e-01
-6.0320000000e+00,-9.8937483661e-01
-6.0280000000e+00,-9.8937568658e-01
-6.0240000000e+00,-9.8937653650e-01
-6.0200000000e+00,-9.8937738634e-01
-6.0160000000e+00,-9.8937823611e-01
-6.0120000000e+00,-9.8937908582e-01
-6.0080000000e+00,-9.8937993546e-01
-6.0040000000e+00,-9.8938078503e-01
-6.0000000000e+00,-9.8938163453e-01
-5.9960000000e+00,-9.8938248397e-01
-5.9920000000e+00,-9.8938333334e-01
-5.9880000000e+00,-9.8938418264e-01
-5.9840000000e+00,-9.8938503187e-01
-5.9800000000e+00,-9.8938588103e-01
-5.9760000000e+00,-9.8938673013e-01
-5.9720000000e+00,-9.8938757915e-01
-5.9680000000e+00,-9.8938842811e-01
-5.9640000000e+00,-9.8938927701e-01
-5.9600000000e+00,-9.8939012583e-01
-5.9560000000e+00,-9.8939097459e-01
-5.9520000000e+00,-9.8939182327e-01
-5.9480000000e+00,-9.8939267189e-01
-5.9440000000e+00,-9.8939352045e-01
-5.9400000000e+00,-9.8939436893e-01
-5.9360000000e+00,-9.8939521735e-01
-5.9320000000e+00,-9.8939606570e-01
-5.9280000000e+00,-9.8939691398e-01
-5.9240000000e+00,-9.8939776219e-01
-5.9200000000e+00,-9.8939861034e-01
-5.9160000000e+00,-9.8939945841e-01
-5.9120000000e+00,-9.8940030642e-01
-5.9080000000e+00,-9.8940115436e-01
-5.9040000000e+00,-9.8940200224e-01
-5.9000000000e+00,-9.8940285004e-01
-5.8960000000e+00,-9.8940369778e-01
-5.8920000000e+00,-9.8940454545e-01
-5.8880000000e+00,-9.8940539305e-01
-5.8840000000e+00,-9.8940624059e-01
-5.8800000000e+00,-9.8940708806e-01
-5.8760000000e+00,-9.8940793545e-01
-5.8720000000e+00,-9.8940878279e-01
-5.8680000000e+00,-9.8940963005e-01
-5.8640000000e+00,-9.8941047724e-01
-5.8600000000e+00,-9.8941132437e-01
-5.8560000000e+00,-9.8941217143e-01
-5.8520000000e+00,-9.8941301843e-01
-5.8480000000e+00,-9.8941386535e-01
-5.8440000000e+00,-9.8941471221e-01
-5.8400000000e+00,-9.8941555900e-01
-5.8360000000e+00,-9.8941640572e-01
-5.8320000000e+00,-9.8941725237e-01
-5.8280000000e+00,-9.8941809896e-01
-5.8240000000e+00,-9.8941894548e-01
-5.8200000000e+00,-9.8941979193e-01
-5.8160000000e+00,-9.8942063831e-01
-5.8120000000e+00,-9.8942148462e-01
-5.8080000000e+00,-9.8942233087e-01
-5.8040000000e+00,-9.8942317705e-01
-5.8000000000e+00,-9.8942402316e-01
-5.7960000000e+00,-9.8942486921e-01
-5.7920000000e+00,-9.8942571518e-01
-5.7880000000e+00,-9.8942656109e-01
-5.7840000000e+00,-9.8942740693e-01
-5.7800000000e+00,-9.8942825271e-01
-5.7760000000e+00,-9.8942909841e-01
-5.7720000000e+00,-9.8942994405e-01
-5.7680000000e+00,-9.8943078962e-01
-5.7640000000e+00,-9.8943163513e-01
-5.7600000000e+00,-9.8943248056e-01
-5.7560000000e+00,-9.8943332593e-01
-5.7520000000e+00,-9.8943417123e-01
-5.7480000000e+00,-9.8943501646e-01
-5.7440000000e+00,-9.8943586163e-01
-5.7400000000e+00,-9.8943670672e-01
-5.7360000000e+00,-9.8943755175e-01
-5.7320000000e+00,-9.8943839671e-01
-5.7280000000e+00,-9.8943924161e-01
-5.7240000000e+00,-9.8944008644e-01
-5.7200000000e+00,-9.8944093120e-01
-5.7160000000e+00,-9.8944177589e-01
-5.7120000000e+00,-9.8944262051e-01
-5.7080000000e+00,-9.8944346507e-01
-5.7040000000e+00,-9.8944430956e-01
-5.7000000000e+00,-9.8944515398e-01
-5.6960000000e+00,-9.8944599833e-01
-5.6920000000e+00,-9.8944684262e-01
-5.6880000000e+00,-9.8944768684e-01
-5.6840000000e+00,-9.8944853099e-01
-5.6800000000e+00,-9.8944937507e-01
-5.6760000000e+00,-9.8945021909e-01
-5.6720000000e+00,-9.8945106304e-01
-5.6680000000e+00,-9.8945190692e-01
-5.6640000000e+00,-9.8945275073e-01
-5.6600000000e+00,-9.8945359448e-01
-5.6560000000e+00,-9.8945443816e-01
-5.6520000000e+00,-9.8945528177e-01
-5.6480000000e+00,-9.8945612531e-01
-5.6440000000e+00,-9.8945696879e-01
-5.6400000000e+00,-9.8945781220e-01
-5.6360000000e+00,-9.8945865554e-01
-5.6320000000e+00,-9.8945949881e-01
-5.6280000000e+00,-9.8946034202e-01
-5.6240000000e+00,-9.8946118516e-01
-5.6200000000e+00,-9.8946202823e-01
-5.6160000000e+00,-9.8946287123e-01
-5.6120000000e+00,-9.8946371417e-01
-5.6080000000e+00,-9.8946455704e-01
-5.6040000000e+00,-9.8946539984e-01
-5.6000000000e+00,-9.8946624257e-01
-5.5960000000e+00,-9.8946708524e-01
-5.5920000000e+00,-9.8946792784e-01
-5.5880000000e+00,-9.8946877037e-01
-5.5840000000e+00,-9.8946961284e-01
-5.5800000000e+00,-9.8947045524e-01
-5.5760000000e+00,-9.8947129757e-01
-5.5720000000e+00,-9.8947213983e-01
-5.5680000000e+00,-9.8947298202e-01
-5.5640000000e+00,-9.8947382415e-01
-5.5600000000e+00,-9.8947466621e-01
-5.5560000000e+00,-9.8947550820e-01
-5.5520000000e+00,-9.8947635013e-01
-5.5480000000e+00,-9.8947719199e-01
-5.5440000000e+00,-9.8947803378e-01
-5.5400000000e+00,-9.8947887550e-01
-5.5360000000e+00,-9.8947971716e-01
-5.5320000000e+00,-9.8948055875e-01
-5.5280000000e+00,-9.8948140027e-01
-5.5240000000e+00,-9.8948224172e-01
-5.5200000000e+00,-9.8948308311e-01
-5.5160000000e+00,-9.8948392443e-01
-5.5120000000e+00,-9.8948476568e-01
-5.5080000000e+00,-9.8948560687e-01
-5.5040000000e+00,-9.8948644799e-01
-5.5000000000e+00,-9.8948728904e-01
-5.4960000000e+00,-9.8948813002e-01
-5.4920000000e+00,-9.8948897094e-01
-5.4880000000e+00,-9.8948981178e-01
-5.4840000000e+00,-9.8949065257e-01
-5.4800000000e+00,-9.8949149328e-01
-5.4760000000e+00,-9.8949233393e-01
-5.4720000000e+00,-9.8949317451e-01
-5.4680000000e+00,-9.8949401502e-01
-5.4640000000e+00,-9.8949485546e-01
-5.4600000000e+00,-9.8949569584e-01
-5.4560000000e+00,-9.8949653615e-01
-5.4520000000e+00,-9.8949737640e-01
-5.4480000000e+00,-9.8949821657e-01
-5.4440000000e+00,-9.8949905668e-01
-5.4400000000e+00,-9.8949989672e-01
-5.4360000000e+00,-9.8950073670e-01
-5.4320000000e+00,-9.8950157661e-01
-5.4280000000e+00,-9.8950241645e-01
-5.4240000000e+00,-9.8950325622e-01
-5.4200000000e+00,-9.8950409592e-01
-5.4160000000e+00,-9.8950493556e-01
-5.4120000000e+00,-9.8950577513e-01
-5.4080000000e+00,-9.8950661464e-01
-5.4040000000e+00,-9.8950745408e-01
-5.4000000000e+00,-9.8950829345e-01
-5.3960000000e+00,-9.8950913275e-01
-5.3920000000e+00,-9.8950997199e-01
-5.3880000000e+00,-9.8951081115e-01
-5.3840000000e+00,-9.8951165026e-01
-5.3800000000e+00,-9.8951248929e-01
-5.3760000000e+00,-9.8951332826e-01
-5.3720000000e+00,-9.8951416716e-01
-5.3680000000e+00,-9.8951500599e-01
-5.3640000000e+00,-9.8951584476e-01
-5.3600000000e+00,-9.8951668346e-01
-5.3560000000e+00,-9.8951752209e-01
-5.3520000000e+00,-9.8951836065e-01
-5.3480000000e+00,-9.8951919915e-01
-5.3440000000e+00,-9.8952003758e-01
-5.3400000000e+00,-9.8952087594e-01
-5.3360000000e+00,-9.8952171424e-01
-5.3320000000e+00,-9.8952255247e-01
-5.3280000000e+00,-9.8952339063e-01
-5.3240000000e+00,-9.8952422873e-01
-5.3200000000e+00,-9.8952506676e-01
-5.3160000000e+00,-9.8952590472e-01
-5.3120000000e+00,-9.8952674261e-01
-5.3080000000e+00,-9.8952758044e-01
-5.3040000000e+00,-9.8952841820e-01
-5.3000000000e+00,-9.8952925589e-01
-5.2960000000e+00,-9.8953009352e-01
-5.2920000000e+00,-9.8953093108e-01
-5.2880000000e+00,-9.8953176857e-01
-5.2840000000e+00,-9.8953260599e-01
-5.2800000000e+00,-9.8953344335e-01
-5.2760000000e+00,-9.8953428064e-01
-5.2720000000e+00,-9.8953511787e-01
-5.2680000000e+00,-9.8953595502e-01
-5.2640000000e+00,-9.8953679211e-01
-5.2600000000e+00,-9.8953762914e-01
-5.2560000000e+00,-9.8953846609e-01
-5.2520000000e+00,-9.8953930298e-01
-5.2480000000e+00,-9.8954013980e-01
-5.2440000000e+00,-9.8954097656e-01
-5.2400000000e+00,-9.8954181325e-01
-5.2360000000e+00,-9.8954264987e-01
-5.2320000000e+00,-9.8954348642e-01
-5.2280000000e+00,-9.8954432291e-01
-5.2240000000e+00,-9.8954515933e-01
-5.2200000000e+00,-9.8954599569e-01
-5.2160000000e+00,-9.8954683197e-01
-5.2120000000e+00,-9.8954766819e-01
-5.2080000000e+00,-9.8954850435e-01
-5.2040000000e+00,-9.8954934043e-01
-5.2000000000e+00,-9.8955017645e-01
-5.1960000000e+00,-9.8955101240e-01
-5.1920000000e+00,-9.8955184829e-01
-5.1880000000e+00,-9.8955268411e-01
-5.1840000000e+00,-9.8955351986e-01
-5.1800000000e+00,-9.8955435554e-01
-5.1760000000e+00,-9.8955519116e-01
-5.1720000000e+00,-9.8955602671e-01
-5.1680000000e+00,-9.8955686220e-01
-5.1640000000e+00,-9.8955769762e-01
-5.1600000000e+00,-9.8955853297e-01
-5.1560000000e+00,-9.8955936825e-01
-5.1520000000e+00,-9.8956020347e-01
-5.1480000000e+00,-9.8956103862e-01
-5.1440000000e+00,-9.8956187370e-01
-5.1400000000e+00,-9.8956270872e-01
-5.1360000000e+00,-9.8956354367e-01
-5.1320000000e+00,-9.8956437855e-01
-5.1280000000e+00,-9.8956521337e-01
-5.1240000000e+00,-9.8956604812e-01
-5.1200000000e+00,-9.8956688280e-01
-5.1160000000e+00,-9.8956771742e-01
-5.1120000000e+00,-9.8956855197e-01
-5.1080000000e+00,-9.8956938645e-01
-5.1040000000e+00,-9.8957022086e-01
-5.1000000000e+00,-9.8957105521e-01
-5.0960000000e+00,-9.8957188949e-01
-5.0920000000e+00,-9.8957272371e-01
-5.0880000000e+00,-9.8957355786e-01
-5.0840000000e+00,-9.8957439194e-01
-5.0800000000e+00,-9.8957522596e-01
-5.0760000000e+00,-9.8957605990e-01
-5.0720000000e+00,-9.8957689379e-01
-5.0680000000e+00,-9.8957772760e-01
-5.0640000000e+00,-9.8957856135e-01
-5.0600000000e+00,-9.8957939503e-01
-5.0560000000e+00,-9.8958022865e-01
-5.0520000000e+00,-9.8958106220e-01
-5.0480000000e+00,-9.8958189568e-01
-5.0440000000e+00,-9.8958272909e-01
-5.0400000000e+00,-9.8958356244e-01
-5.0360000000e+00,-9.8958439572e-01
-5.0320000000e+00,-9.8958522894e-01
-5.0280000000e+00,-9.8958606209e-01
-5.0240000000e+00,-9.8958689517e-01
-5.0200000000e+00,-9.8958772818e-01
-5.0160000000e+00,-9.8958856113e-01
-5.0120000000e+00,-9.8958939401e-01
-5.0080000000e+00,-9.8959022683e-01
-5.0040000000e+00,-9.8959105958e-01
-5.0000000000e+00,-9.8959189226e-01
-4.9960000000e+00,-9.8959272487e-01
-4.9920000000e+00,-9.8959355742e-01
-4.9880000000e+00,-9.8959438990e-01
-4.9840000000e+00,-9.8959522232e-01
-4.9800000000e+00,-9.8959605467e-01
-4.9760000000e+00,-9.8959688695e-01
-4.9720000000e+00,-9.8959771917e-01
-4.9680000000e+00,-9.8959855132e-01
-4.9640000000e+00,-9.8959938340e-01
-4.9600000000e+00,-9.8960021541e-01
-4.9560000000e+00,-9.8960104736e-01
-4.9520000000e+00,-9.8960187925e-01
-4.9480000000e+00,-9.8960271106e-01
-4.9440000000e+00,-9.8960354281e-01
-4.9400000000e+00,-9.8960437450e-01
-4.9360000000e+00,-9.8960520611e-01
-4.9320000000e+00,-9.8960603766e-01
-4.9280000000e+00,-9.8960686915e-01
-4.9240000000e+00,-9.8960770056e-01
