N,eta
-7.3360000000e+00,4.4008228200e-02
-7.3320000000e+00,4.4159608192e-02
-7.3280000000e+00,4.4311384903e-02
-7.3240000000e+00,4.4463559113e-02
-7.3200000000e+00,4.4616131602e-02
-7.3160000000e+00,4.4769103154e-02
-7.3120000000e+00,4.4922474552e-02
-7.3080000000e+00,4.5076246580e-02
-7.3040000000e+00,4.5230420023e-02
-7.3000000000e+00,4.5384995668e-02
-7.2960000000e+00,4.5539974304e-02
-7.2920000000e+00,4.5695356718e-02
-7.2880000000e+00,4.5851143701e-02
-7.2840000000e+00,4.6007336045e-02
-7.2800000000e+00,4.6163934540e-02
-7.2760000000e+00,4.6320939982e-02
-7.2720000000e+00,4.6478353163e-02
-7.2680000000e+00,4.6636174880e-02
-7.2640000000e+00,4.6794405929e-02
-7.2600000000e+00,4.6953047108e-02
-7.2560000000e+00,4.7112099217e-02
-7.2520000000e+00,4.7271563054e-02
-7.2480000000e+00,4.7431439423e-02
-7.2440000000e+00,4.7591729124e-02
-7.2400000000e+00,4.7752432962e-02
-7.2360000000e+00,4.7913551742e-02
-7.2320000000e+00,4.8075086268e-02
-7.2280000000e+00,4.8237037349e-02
-7.2240000000e+00,4.8399405792e-02
-7.2200000000e+00,4.8562192407e-02
-7.2160000000e+00,4.8725398004e-02
-7.2120000000e+00,4.8889023396e-02
-7.2080000000e+00,4.9053069394e-02
-7.2040000000e+00,4.9217536814e-02
-7.2000000000e+00,4.9382426470e-02
-7.1960000000e+00,4.9547739178e-02
-7.1920000000e+00,4.9713475758e-02
-7.1880000000e+00,4.9879637026e-02
-7.1840000000e+00,5.0046223804e-02
-7.1800000000e+00,5.0213236912e-02
-7.1760000000e+00,5.0380677174e-02
-7.1720000000e+00,5.0548545412e-02
-7.1680000000e+00,5.0716842452e-02
-7.1640000000e+00,5.0885569119e-02
-7.1600000000e+00,5.1054726242e-02
-7.1560000000e+00,5.1224314648e-02
-7.1520000000e+00,5.1394335167e-02
-7.1480000000e+00,5.1564788631e-02
-7.1440000000e+00,5.1735675872e-02
-7.1400000000e+00,5.1906997723e-02
-7.1360000000e+00,5.2078755018e-02
-7.1320000000e+00,5.2250948594e-02
-7.1280000000e+00,5.2423579289e-02
-7.1240000000e+00,5.2596647940e-02
-7.1200000000e+00,5.2770155387e-02
-7.1160000000e+00,5.2944102472e-02
-7.1120000000e+00,5.3118490036e-02
-7.1080000000e+00,5.3293318924e-02
-7.1040000000e+00,5.3468589979e-02
-7.1000000000e+00,5.3644304048e-02
-7.0960000000e+00,5.3820461979e-02
-7.0920000000e+00,5.3997064621e-02
-7.0880000000e+00,5.4174112822e-02
-7.0840000000e+00,5.4351607435e-02
-7.0800000000e+00,5.4529549311e-02
-7.0760000000e+00,5.4707939306e-02
-7.0720000000e+00,5.4886778273e-02
-7.0680000000e+00,5.5066067070e-02
-7.0640000000e+00,5.5245806554e-02
-7.0600000000e+00,5.5425997584e-02
-7.0560000000e+00,5.5606641022e-02
-7.0520000000e+00,5.5787737728e-02
-7.0480000000e+00,5.5969288565e-02
-7.0440000000e+00,5.6151294399e-02
-7.0400000000e+00,5.6333756094e-02
-7.0360000000e+00,5.6516674519e-02
-7.0320000000e+00,5.6700050541e-02
-7.0280000000e+00,5.6883885030e-02
-7.0240000000e+00,5.7068178857e-02
-7.0200000000e+00,5.7252932896e-02
-7.0160000000e+00,5.7438148019e-02
-7.0120000000e+00,5.7623825102e-02
-7.0080000000e+00,5.7809965022e-02
-7.0040000000e+00,5.7996568657e-02
-7.0000000000e+00,5.8183636886e-02
-6.9960000000e+00,5.8371170590e-02
-6.9920000000e+00,5.8559170651e-02
-6.9880000000e+00,5.8747637952e-02
-6.9840000000e+00,5.8936573379e-02
-6.9800000000e+00,5.9125977818e-02
-6.9760000000e+00,5.9315852156e-02
-6.9720000000e+00,5.9506197283e-02
-6.9680000000e+00,5.9697014090e-02
-6.9640000000e+00,5.9888303468e-02
-6.9600000000e+00,6.0080066311e-02
-6.9560000000e+00,6.0272303514e-02
-6.9520000000e+00,6.0465015972e-02
-6.9480000000e+00,6.0658204585e-02
-6.9440000000e+00,6.0851870250e-02
-6.9400000000e+00,6.1046013868e-02
-6.9360000000e+00,6.1240636343e-02
-6.9320000000e+00,6.1435738576e-02
-6.9280000000e+00,6.1631321473e-02
-6.9240000000e+00,6.1827385941e-02
-6.9200000000e+00,6.2023932887e-02
-6.9160000000e+00,6.2220963221e-02
-6.9120000000e+00,6.2418477853e-02
-6.9080000000e+00,6.2616477696e-02
-6.9040000000e+00,6.2814963664e-02
-6.9000000000e+00,6.3013936672e-02
-6.8960000000e+00,6.3213397637e-02
-6.8920000000e+00,6.3413347477e-02
-6.8880000000e+00,6.3613787112e-02
-6.8840000000e+00,6.3814717463e-02
-6.8800000000e+00,6.4016139454e-02
-6.8760000000e+00,6.4218054007e-02
-6.8720000000e+00,6.4420462050e-02
-6.8680000000e+00,6.4623364510e-02
-6.8640000000e+00,6.4826762315e-02
-6.8600000000e+00,6.5030656396e-02
-6.8560000000e+00,6.5235047686e-02
-6.8520000000e+00,6.5439937116e-02
-6.8480000000e+00,6.5645325624e-02
-6.8440000000e+00,6.5851214145e-02
-6.8400000000e+00,6.6057603617e-02
-6.8360000000e+00,6.6264494980e-02
-6.8320000000e+00,6.6471889176e-02
-6.8280000000e+00,6.6679787148e-02
-6.8240000000e+00,6.6888189840e-02
-6.8200000000e+00,6.7097098197e-02
-6.8160000000e+00,6.7306513168e-02
-6.8120000000e+00,6.7516435703e-02
-6.8080000000e+00,6.7726866751e-02
-6.8040000000e+00,6.7937807265e-02
-6.8000000000e+00,6.8149258199e-02
-6.7960000000e+00,6.8361220509e-02
-6.7920000000e+00,6.8573695153e-02
-6.7880000000e+00,6.8786683088e-02
-6.7840000000e+00,6.9000185277e-02
-6.7800000000e+00,6.9214202679e-02
-6.7760000000e+00,6.9428736261e-02
-6.7720000000e+00,6.9643786986e-02
-6.7680000000e+00,6.9859355822e-02
-6.7640000000e+00,7.0075443738e-02
-6.7600000000e+00,7.0292051704e-02
-6.7560000000e+00,7.0509180693e-02
-6.7520000000e+00,7.0726831676e-02
-6.7480000000e+00,7.0945005632e-02
-6.7440000000e+00,7.1163703535e-02
-6.7400000000e+00,7.1382926365e-02
-6.7360000000e+00,7.1602675102e-02
-6.7320000000e+00,7.1822950729e-02
-6.7280000000e+00,7.2043754229e-02
-6.7240000000e+00,7.2265086587e-02
-6.7200000000e+00,7.2486948792e-02
-6.7160000000e+00,7.2709341831e-02
-6.7120000000e+00,7.2932266695e-02
-6.7080000000e+00,7.3155724377e-02
-6.7040000000e+00,7.3379715870e-02
-6.7000000000e+00,7.3604242171e-02
-6.6960000000e+00,7.3829304276e-02
-6.6920000000e+00,7.4054903186e-02
-6.6880000000e+00,7.4281039901e-02
-6.6840000000e+00,7.4507715424e-02
-6.6800000000e+00,7.4734930759e-02
-6.6760000000e+00,7.4962686912e-02
-6.6720000000e+00,7.5190984893e-02
-6.6680000000e+00,7.5419825709e-02
-6.6640000000e+00,7.5649210373e-02
-6.6600000000e+00,7.5879139899e-02
-6.6560000000e+00,7.6109615301e-02
-6.6520000000e+00,7.6340637596e-02
-6.6480000000e+00,7.6572207803e-02
-6.6440000000e+00,7.6804326942e-02
-6.6400000000e+00,7.7036996036e-02
-6.6360000000e+00,7.7270216109e-02
-6.6320000000e+00,7.7503988187e-02
-6.6280000000e+00,7.7738313297e-02
-6.6240000000e+00,7.7973192469e-02
-6.6200000000e+00,7.8208626735e-02
-6.6160000000e+00,7.8444617127e-02
-6.6120000000e+00,7.8681164681e-02
-6.6080000000e+00,7.8918270433e-02
-6.6040000000e+00,7.9155935423e-02
-6.6000000000e+00,7.9394160691e-02
-6.5960000000e+00,7.9632947279e-02
-6.5920000000e+00,7.9872296233e-02
-6.5880000000e+00,8.0112208597e-02
-6.5840000000e+00,8.0352685420e-02
-6.5800000000e+00,8.0593727753e-02
-6.5760000000e+00,8.0835336647e-02
-6.5720000000e+00,8.1077513155e-02
-6.5680000000e+00,8.1320258335e-02
-6.5640000000e+00,8.1563573242e-02
-6.5600000000e+00,8.1807458936e-02
-6.5560000000e+00,8.2051916480e-02
-6.5520000000e+00,8.2296946935e-02
-6.5480000000e+00,8.2542551369e-02
-6.5440000000e+00,8.2788730846e-02
-6.5400000000e+00,8.3035486438e-02
-6.5360000000e+00,8.3282819214e-02
-6.5320000000e+00,8.3530730248e-02
-6.5280000000e+00,8.3779220615e-02
-6.5240000000e+00,8.4028291391e-02
-6.5200000000e+00,8.4277943656e-02
-6.5160000000e+00,8.4528178490e-02
-6.5120000000e+00,8.4778996976e-02
-6.5080000000e+00,8.5030400199e-02
-6.5040000000e+00,8.5282389245e-02
-6.5000000000e+00,8.5534965204e-02
-6.4960000000e+00,8.5788129166e-02
-6.4920000000e+00,8.6041882224e-02
-6.4880000000e+00,8.6296225473e-02
-6.4840000000e+00,8.6551160009e-02
-6.4800000000e+00,8.6806686931e-02
-6.4760000000e+00,8.7062807340e-02
-6.4720000000e+00,8.7319522339e-02
-6.4680000000e+00,8.7576833033e-02
-6.4640000000e+00,8.7834740528e-02
-6.4600000000e+00,8.8093245935e-02
-6.4560000000e+00,8.8352350362e-02
-6.4520000000e+00,8.8612054924e-02
-6.4480000000e+00,8.8872360736e-02
-6.4440000000e+00,8.9133268915e-02
-6.4400000000e+00,8.9394780581e-02
-6.4360000000e+00,8.9656896853e-02
-6.4320000000e+00,8.9919618857e-02
-6.4280000000e+00,9.0182947718e-02
-6.4240000000e+00,9.0446884562e-02
-6.4200000000e+00,9.0711430520e-02
-6.4160000000e+00,9.0976586724e-02
-6.4120000000e+00,9.1242354308e-02
-6.4080000000e+00,9.1508734407e-02
-6.4040000000e+00,9.1775728159e-02
-6.4000000000e+00,9.2043336706e-02
-6.3960000000e+00,9.2311561190e-02
-6.3920000000e+00,9.2580402754e-02
-6.3880000000e+00,9.2849862547e-02
-6.3840000000e+00,9.3119941715e-02
-6.3800000000e+00,9.3390641412e-02
-6.3760000000e+00,9.3661962790e-02
-6.3720000000e+00,9.3933907003e-02
-6.3680000000e+00,9.4206475211e-02
-6.3640000000e+00,9.4479668571e-02
-6.3600000000e+00,9.4753488248e-02
-6.3560000000e+00,9.5027935403e-02
-6.3520000000e+00,9.5303011205e-02
-6.3480000000e+00,9.5578716820e-02
-6.3440000000e+00,9.5855053421e-02
-6.3400000000e+00,9.6132022179e-02
-6.3360000000e+00,9.6409624270e-02
-6.3320000000e+00,9.6687860871e-02
-6.3280000000e+00,9.6966733163e-02
-6.3240000000e+00,9.7246242326e-02
-6.3200000000e+00,9.7526389544e-02
-6.3160000000e+00,9.7807176005e-02
-6.3120000000e+00,9.8088602896e-02
-6.3080000000e+00,9.8370671409e-02
-6.3040000000e+00,9.8653382737e-02
-6.3000000000e+00,9.8936738074e-02
-6.2960000000e+00,9.9220738619e-02
-6.2920000000e+00,9.9505385571e-02
-6.2880000000e+00,9.9790680133e-02
-6.2840000000e+00,1.0007662351e-01
-6.2800000000e+00,1.0036321691e-01
-6.2760000000e+00,1.0065046153e-01
-6.2720000000e+00,1.0093835860e-01
-6.2680000000e+00,1.0122690933e-01
-6.2640000000e+00,1.0151611492e-01
-6.2600000000e+00,1.0180597661e-01
-6.2560000000e+00,1.0209649561e-01
-6.2520000000e+00,1.0238767314e-01
-6.2480000000e+00,1.0267951043e-01
-6.2440000000e+00,1.0297200870e-01
-6.2400000000e+00,1.0326516920e-01
-6.2360000000e+00,1.0355899314e-01
-6.2320000000e+00,1.0385348177e-01
-6.2280000000e+00,1.0414863632e-01
-6.2240000000e+00,1.0444445803e-01
-6.2200000000e+00,1.0474094814e-01
-6.2160000000e+00,1.0503810790e-01
-6.2120000000e+00,1.0533593856e-01
-6.2080000000e+00,1.0563444136e-01
-6.2040000000e+00,1.0593361756e-01
-6.2000000000e+00,1.0623346841e-01
-6.1960000000e+00,1.0653399516e-01
-6.1920000000e+00,1.0683519908e-01
-6.1880000000e+00,1.0713708142e-01
-6.1840000000e+00,1.0743964346e-01
-6.1800000000e+00,1.0774288645e-01
-6.1760000000e+00,1.0804681167e-01
-6.1720000000e+00,1.0835142039e-01
-6.1680000000e+00,1.0865671387e-01
-6.1640000000e+00,1.0896269341e-01
-6.1600000000e+00,1.0926936026e-01
-6.1560000000e+00,1.0957671573e-01
-6.1520000000e+00,1.0988476108e-01
-6.1480000000e+00,1.1019349761e-01
-6.1440000000e+00,1.1050292661e-01
-6.1400000000e+00,1.1081304936e-01
-6.1360000000e+00,1.1112386716e-01
-6.1320000000e+00,1.1143538131e-01
-6.1280000000e+00,1.1174759310e-01
-6.1240000000e+00,1.1206050384e-01
-6.1200000000e+00,1.1237411483e-01
-6.1160000000e+00,1.1268842737e-01
-6.1120000000e+00,1.1300344278e-01
-6.1080000000e+00,1.1331916236e-01
-6.1040000000e+00,1.1363558744e-01
-6.1000000000e+00,1.1395271932e-01
-6.0960000000e+00,1.1427055933e-01
-6.0920000000e+00,1.1458910878e-01
-6.0880000000e+00,1.1490836901e-01
-6.0840000000e+00,1.1522834134e-01
-6.0800000000e+00,1.1554902710e-01
-6.0760000000e+00,1.1587042761e-01
-6.0720000000e+00,1.1619254423e-01
-6.0680000000e+00,1.1651537827e-01
-6.0640000000e+00,1.1683893109e-01
-6.0600000000e+00,1.1716320403e-01
-6.0560000000e+00,1.1748819843e-01
-6.0520000000e+00,1.1781391563e-01
-6.0480000000e+00,1.1814035700e-01
-6.0440000000e+00,1.1846752388e-01
-6.0400000000e+00,1.1879541763e-01
-6.0360000000e+00,1.1912403961e-01
-6.0320000000e+00,1.1945339118e-01
-6.0280000000e+00,1.1978347370e-01
-6.0240000000e+00,1.2011428854e-01
-6.0200000000e+00,1.2044583707e-01
-6.0160000000e+00,1.2077812066e-01
-6.0120000000e+00,1.2111114069e-01
-6.0080000000e+00,1.2144489853e-01
-6.0040000000e+00,1.2177939556e-01
-6.0000000000e+00,1.2211463318e-01
-5.9960000000e+00,1.2245061276e-01
-5.9920000000e+00,1.2278733568e-01
-5.9880000000e+00,1.2312480336e-01
-5.9840000000e+00,1.2346301716e-01
-5.9800000000e+00,1.2380197851e-01
-5.9760000000e+00,1.2414168878e-01
-5.9720000000e+00,1.2448214939e-01
-5.9680000000e+00,1.2482336175e-01
-5.9640000000e+00,1.2516532725e-01
-5.9600000000e+00,1.2550804731e-01
-5.9560000000e+00,1.2585152334e-01
-5.9520000000e+00,1.2619575676e-01
-5.9480000000e+00,1.2654074899e-01
-5.9440000000e+00,1.2688650145e-01
-5.9400000000e+00,1.2723301557e-01
-5.9360000000e+00,1.2758029277e-01
-5.9320000000e+00,1.2792833448e-01
-5.9280000000e+00,1.2827714214e-01
-5.9240000000e+00,1.2862671718e-01
-5.9200000000e+00,1.2897706105e-01
-5.9160000000e+00,1.2932817518e-01
-5.9120000000e+00,1.2968006101e-01
-5.9080000000e+00,1.3003272000e-01
-5.9040000000e+00,1.3038615360e-01
-5.9000000000e+00,1.3074036327e-01
-5.8960000000e+00,1.3109535044e-01
-5.8920000000e+00,1.3145111660e-01
-5.8880000000e+00,1.3180766319e-01
-5.8840000000e+00,1.3216499168e-01
-5.8800000000e+00,1.3252310355e-01
-5.8760000000e+00,1.3288200026e-01
-5.8720000000e+00,1.3324168329e-01
-5.8680000000e+00,1.3360215410e-01
-5.8640000000e+00,1.3396341420e-01
-5.8600000000e+00,1.3432546505e-01
-5.8560000000e+00,1.3468830814e-01
-5.8520000000e+00,1.3505194496e-01
-5.8480000000e+00,1.3541637700e-01
-5.8440000000e+00,1.3578160576e-01
-5.8400000000e+00,1.3614763274e-01
-5.8360000000e+00,1.3651445943e-01
-5.8320000000e+00,1.3688208734e-01
-5.8280000000e+00,1.3725051798e-01
-5.8240000000e+00,1.3761975285e-01
-5.8200000000e+00,1.3798979348e-01
-5.8160000000e+00,1.3836064136e-01
-5.8120000000e+00,1.3873229803e-01
-5.8080000000e+00,1.3910476501e-01
-5.8040000000e+00,1.3947804382e-01
-5.8000000000e+00,1.3985213598e-01
-5.7960000000e+00,1.4022704304e-01
-5.7920000000e+00,1.4060276652e-01
-5.7880000000e+00,1.4097930797e-01
-5.7840000000e+00,1.4135666891e-01
-5.7800000000e+00,1.4173485090e-01
-5.7760000000e+00,1.4211385548e-01
-5.7720000000e+00,1.4249368421e-01
-5.7680000000e+00,1.4287433863e-01
-5.7640000000e+00,1.4325582030e-01
-5.7600000000e+00,1.4363813078e-01
-5.7560000000e+00,1.4402127164e-01
-5.7520000000e+00,1.4440524443e-01
-5.7480000000e+00,1.4479005073e-01
-5.7440000000e+00,1.4517569211e-01
-5.7400000000e+00,1.4556217014e-01
-5.7360000000e+00,1.4594948640e-01
-5.7320000000e+00,1.4633764247e-01
-5.7280000000e+00,1.4672663995e-01
-5.7240000000e+00,1.4711648041e-01
-5.7200000000e+00,1.4750716544e-01
-5.7160000000e+00,1.4789869664e-01
-5.7120000000e+00,1.4829107562e-01
-5.7080000000e+00,1.4868430395e-01
-5.7040000000e+00,1.4907838327e-01
-5.7000000000e+00,1.4947331516e-01
-5.6960000000e+00,1.4986910124e-01
-5.6920000000e+00,1.5026574312e-01
-5.6880000000e+00,1.5066324242e-01
-5.6840000000e+00,1.5106160077e-01
-5.6800000000e+00,1.5146081977e-01
-5.6760000000e+00,1.5186090107e-01
-5.6720000000e+00,1.5226184628e-01
-5.6680000000e+00,1.5266365705e-01
-5.6640000000e+00,1.5306633501e-01
-5.6600000000e+00,1.5346988180e-01
-5.6560000000e+00,1.5387429906e-01
-5.6520000000e+00,1.5427958844e-01
-5.6480000000e+00,1.5468575159e-01
-5.6440000000e+00,1.5509279017e-01
-5.6400000000e+00,1.5550070582e-01
-5.6360000000e+00,1.5590950021e-01
-5.6320000000e+00,1.5631917500e-01
-5.6280000000e+00,1.5672973187e-01
-5.6240000000e+00,1.5714117247e-01
-5.6200000000e+00,1.5755349848e-01
-5.6160000000e+00,1.5796671159e-01
-5.6120000000e+00,1.5838081346e-01
-5.6080000000e+00,1.5879580579e-01
-5.6040000000e+00,1.5921169025e-01
-5.6000000000e+00,1.5962846855e-01
-5.5960000000e+00,1.6004614237e-01
-5.5920000000e+00,1.6046471342e-01
-5.5880000000e+00,1.6088418339e-01
-5.5840000000e+00,1.6130455398e-01
-5.5800000000e+00,1.6172582691e-01
-5.5760000000e+00,1.6214800389e-01
-5.5720000000e+00,1.6257108663e-01
-5.5680000000e+00,1.6299507684e-01
-5.5640000000e+00,1.6341997626e-01
-5.5600000000e+00,1.6384578660e-01
-5.5560000000e+00,1.6427250960e-01
-5.5520000000e+00,1.6470014699e-01
-5.5480000000e+00,1.6512870050e-01
-5.5440000000e+00,1.6555817186e-01
-5.5400000000e+00,1.6598856284e-01
-5.5360000000e+00,1.6641987516e-01
-5.5320000000e+00,1.6685211059e-01
-5.5280000000e+00,1.6728527087e-01
-5.5240000000e+00,1.6771935776e-01
-5.5200000000e+00,1.6815437302e-01
-5.5160000000e+00,1.6859031842e-01
-5.5120000000e+00,1.6902719572e-01
-5.5080000000e+00,1.6946500670e-01
-5.5040000000e+00,1.6990375313e-01
-5.5000000000e+00,1.7034343679e-01
-5.4960000000e+00,1.7078405945e-01
-5.4920000000e+00,1.7122562292e-01
-5.4880000000e+00,1.7166812897e-01
-5.4840000000e+00,1.7211157940e-01
-5.4800000000e+00,1.7255597600e-01
-5.4760000000e+00,1.7300132058e-01
-5.4720000000e+00,1.7344761495e-01
-5.4680000000e+00,1.7389486090e-01
-5.4640000000e+00,1.7434306025e-01
-5.4600000000e+00,1.7479221481e-01
-5.4560000000e+00,1.7524232641e-01
-5.4520000000e+00,1.7569339687e-01
-5.4480000000e+00,1.7614542801e-01
-5.4440000000e+00,1.7659842166e-01
-5.4400000000e+00,1.7705237966e-01
-5.4360000000e+00,1.7750730384e-01
-5.4320000000e+00,1.7796319605e-01
-5.4280000000e+00,1.7842005812e-01
-5.4240000000e+00,1.7887789192e-01
-5.4200000000e+00,1.7933669929e-01
-5.4160000000e+00,1.7979648208e-01
-5.4120000000e+00,1.8025724216e-01
-5.4080000000e+00,1.8071898140e-01
-5.4040000000e+00,1.8118170165e-01
-5.4000000000e+00,1.8164540480e-01
-5.3960000000e+00,1.8211009271e-01
-5.3920000000e+00,1.8257576726e-01
-5.3880000000e+00,1.8304243035e-01
-5.3840000000e+00,1.8351008385e-01
-5.3800000000e+00,1.8397872965e-01
-5.3760000000e+00,1.8444836966e-01
-5.3720000000e+00,1.8491900576e-01
-5.3680000000e+00,1.8539063986e-01
-5.3640000000e+00,1.8586327387e-01
-5.3600000000e+00,1.8633690970e-01
-5.3560000000e+00,1.8681154926e-01
-5.3520000000e+00,1.8728719447e-01
-5.3480000000e+00,1.8776384725e-01
-5.3440000000e+00,1.8824150953e-01
-5.3400000000e+00,1.8872018323e-01
-5.3360000000e+00,1.8919987029e-01
-5.3320000000e+00,1.8968057265e-01
-5.3280000000e+00,1.9016229225e-01
-5.3240000000e+00,1.9064503103e-01
-5.3200000000e+00,1.9112879094e-01
-5.3160000000e+00,1.9161357394e-01
-5.3120000000e+00,1.9209938199e-01
-5.3080000000e+00,1.9258621704e-01
-5.3040000000e+00,1.9307408106e-01
-5.3000000000e+00,1.9356297603e-01
-5.2960000000e+00,1.9405290390e-01
-5.2920000000e+00,1.9454386667e-01
-5.2880000000e+00,1.9503586631e-01
-5.2840000000e+00,1.9552890482e-01
-5.2800000000e+00,1.9602298416e-01
-5.2760000000e+00,1.9651810635e-01
-5.2720000000e+00,1.9701427338e-01
-5.2680000000e+00,1.9751148726e-01
-5.2640000000e+00,1.9800974997e-01
-5.2600000000e+00,1.9850906355e-01
-5.2560000000e+00,1.9900943000e-01
-5.2520000000e+00,1.9951085134e-01
-5.2480000000e+00,2.0001332959e-01
-5.2440000000e+00,2.0051686678e-01
-5.2400000000e+00,2.0102146494e-01
-5.2360000000e+00,2.0152712610e-01
-5.2320000000e+00,2.0203385231e-01
-5.2280000000e+00,2.0254164560e-01
-5.2240000000e+00,2.0305050803e-01
-5.2200000000e+00,2.0356044164e-01
-5.2160000000e+00,2.0407144849e-01
-5.2120000000e+00,2.0458353065e-01
-5.2080000000e+00,2.0509669017e-01
-5.2040000000e+00,2.0561092912e-01
-5.2000000000e+00,2.0612624958e-01
-5.1960000000e+00,2.0664265362e-01
-5.1920000000e+00,2.0716014333e-01
-5.1880000000e+00,2.0767872078e-01
-5.1840000000e+00,2.0819838808e-01
-5.1800000000e+00,2.0871914731e-01
-5.1760000000e+00,2.0924100057e-01
-5.1720000000e+00,2.0976394996e-01
-5.1680000000e+00,2.1028799759e-01
-5.1640000000e+00,2.1081314557e-01
-5.1600000000e+00,2.1133939602e-01
-5.1560000000e+00,2.1186675106e-01
-5.1520000000e+00,2.1239521281e-01
-5.1480000000e+00,2.1292478339e-01
-5.1440000000e+00,2.1345546495e-01
-5.1400000000e+00,2.1398725961e-01
-5.1360000000e+00,2.1452016953e-01
-5.1320000000e+00,2.1505419684e-01
-5.1280000000e+00,2.1558934370e-01
-5.1240000000e+00,2.1612561225e-01
-5.1200000000e+00,2.1666300467e-01
-5.1160000000e+00,2.1720152311e-01
-5.1120000000e+00,2.1774116974e-01
-5.1080000000e+00,2.1828194674e-01
-5.1040000000e+00,2.1882385627e-01
-5.1000000000e+00,2.1936690053e-01
-5.0960000000e+00,2.1991108169e-01
-5.0920000000e+00,2.2045640195e-01
-5.0880000000e+00,2.2100286350e-01
-5.0840000000e+00,2.2155046855e-01
-5.0800000000e+00,2.2209921928e-01
-5.0760000000e+00,2.2264911792e-01
-5.0720000000e+00,2.2320016668e-01
-5.0680000000e+00,2.2375236777e-01
-5.0640000000e+00,2.2430572341e-01
-5.0600000000e+00,2.2486023583e-01
-5.0560000000e+00,2.2541590726e-01
-5.0520000000e+00,2.2597273994e-01
-5.0480000000e+00,2.2653073610e-01
-5.0440000000e+00,2.2708989800e-01
-5.0400000000e+00,2.2765022788e-01
-5.0360000000e+00,2.2821172799e-01
-5.0320000000e+00,2.2877440059e-01
-5.0280000000e+00,2.2933824794e-01
-5.0240000000e+00,2.2990327232e-01
-5.0200000000e+00,2.3046947600e-01
-5.0160000000e+00,2.3103686124e-01
-5.0120000000e+00,2.3160543034e-01
-5.0080000000e+00,2.3217518558e-01
-5.0040000000e+00,2.3274612924e-01
-5.0000000000e+00,2.3331826364e-01
-4.9960000000e+00,2.3389159105e-01
-4.9920000000e+00,2.3446611380e-01
-4.9880000000e+00,2.3504183419e-01
-4.9840000000e+00,2.3561875454e-01
-4.9800000000e+00,2.3619687715e-01
-4.9760000000e+00,2.3677620437e-01
-4.9720000000e+00,2.3735673851e-01
-4.9680000000e+00,2.3793848191e-01
-4.9640000000e+00,2.3852143691e-01
-4.9600000000e+00,2.3910560585e-01
-4.9560000000e+00,2.3969099107e-01
-4.9520000000e+00,2.4027759494e-01
-4.9480000000e+00,2.4086541981e-01
-4.9440000000e+00,2.4145446803e-01
-4.9400000000e+00,2.4204474199e-01
-4.9360000000e+00,2.4263624404e-01
-4.9320000000e+00,2.4322897656e-01
-4.9280000000e+00,2.4382294195e-01
-4.9240000000e+00,2.4441814258e-01
-4.9200000000e+00,2.4501458084e-01
-4.9160000000e+00,2.4561225913e-01
-4.9120000000e+00,2.4621117986e-01
-4.9080000000e+00,2.4681134542e-01
-4.9040000000e+00,2.4741275823e-01
-4.9000000000e+00,2.4801542071e-01
-4.8960000000e+00,2.4861933527e-01
-4.8920000000e+00,2.4922450434e-01
-4.8880000000e+00,2.4983093035e-01
-4.8840000000e+00,2.5043861574e-01
-4.8800000000e+00,2.5104756295e-01
-4.8760000000e+00,2.5165777442e-01
-4.8720000000e+00,2.5226925261e-01
-4.8680000000e+00,2.5288199996e-01
-4.8640000000e+00,2.5349601895e-01
-4.8600000000e+00,2.5411131203e-01
-4.8560000000e+00,2.5472788167e-01
-4.8520000000e+00,2.5534573036e-01
-4.8480000000e+00,2.5596486057e-01
-4.8440000000e+00,2.5658527479e-01
-4.8400000000e+00,2.5720697551e-01
-4.8360000000e+00,2.5782996523e-01
-4.8320000000e+00,2.5845424644e-01
-4.8280000000e+00,2.5907982166e-01
-4.8240000000e+00,2.5970669339e-01
-4.8200000000e+00,2.6033486415e-01
-4.8160000000e+00,2.6096433646e-01
-4.8120000000e+00,2.6159511285e-01
-4.8080000000e+00,2.6222719585e-01
-4.8040000000e+00,2.6286058800e-01
-4.8000000000e+00,2.6349529184e-01
-4.7960000000e+00,2.6413130992e-01
-4.7920000000e+00,2.6476864479e-01
-4.7880000000e+00,2.6540729901e-01
-4.7840000000e+00,2.6604727514e-01
-4.7800000000e+00,2.6668857575e-01
-4.7760000000e+00,2.6733120341e-01
-4.7720000000e+00,2.6797516071e-01
-4.7680000000e+00,2.6862045022e-01
-4.7640000000e+00,2.6926707454e-01
-4.7600000000e+00,2.6991503626e-01
-4.7560000000e+00,2.7056433798e-01
-4.7520000000e+00,2.7121498231e-01
-4.7480000000e+00,2.7186697185e-01
-4.7440000000e+00,2.7252030923e-01
-4.7400000000e+00,2.7317499706e-01
-4.7360000000e+00,2.7383103797e-01
-4.7320000000e+00,2.7448843459e-01
-4.7280000000e+00,2.7514718956e-01
-4.7240000000e+00,2.7580730553e-01
-4.7200000000e+00,2.7646878513e-01
-4.7160000000e+00,2.7713163104e-01
-4.7120000000e+00,2.7779584589e-01
-4.7080000000e+00,2.7846143236e-01
-4.7040000000e+00,2.7912839312e-01
-4.7000000000e+00,2.7979673084e-01
-4.6960000000e+00,2.8046644821e-01
-4.6920000000e+00,2.8113754791e-01
-4.6880000000e+00,2.8181003262e-01
-4.6840000000e+00,2.8248390506e-01
-4.6800000000e+00,2.8315916792e-01
-4.6760000000e+00,2.8383582391e-01
